	AASTR	ABC	ACC	ACRM	ALCLALKN	ALCLALKP	AM	AMKL	AML	AMLGATA2MECOM	AMOL	AMPCA	ARMS	ASTR	ATLL	ATRT	BL	BLCA	BLL	BLLBCRABL1	BLLBCRABL1L	BLLETV6RUNX1	BLLHYPO	BLLKMT2A	BLLTCF3PBX1	BLSC	BNNOS	BPLL	BRCA	BRCNOS	BTMOV	CCOV	CCRCC	CDS	CEAD	CEGCC	CELNOS	CESC	CHOL	CHS	CLLSLL	CMLBCRABL1	COAD	COADREAD	CSCC	DA	DCIS	DDCHS	DDLS	DLBCLNOS	DSTAD	ECAD	EHCH	EMBCA	EMCHS	EOV	EPIS	ERMS	ERT	ES	ESCA	ESCC	ESS	ETPLL	FIBS	FTCL	GB	GBAD	GBC	GCB	GCLC	GEJ	GSARC	HCC	HCCIHCH	HGSOC	HL	HNSC	HPHSC	HSTCL	IDC	IHCH	ILC	LCLC	LIHB	LIPO	LMS	LUAD	LUAS	LUCA	LUMEC	LUSC	LXSC	MACR	MBL	MBN	MCC	MCCE	MCL	MDS	MEL	MFH	MLADS	MNG	MOV	MPNST	MRC	MRT	MSTAD	MTNN	MXOV	MYCF	NBL	NKCLL	NMCHN	NSCLC	NSCLCPD	NUTCL	OCSC	ODG	OMGCT	OOVC	OPHSC	OS	PAAD	PAASC	PANET	PCM	PEL	PLBMESO	PLEMESO	PLSMESO	PNET	PRAD	PRCC	PRSCC	RBL	RCC	READ	RMS	SARCNOS	SCCO	SCLC	SKCM	SMARCA4-UT	SMZL	SNSC	SOC	SS	SSRCC	STAD	STAS	STSC	SYNS	THAP	THFO	THME	THPA	THPD	TLL	TSTAD	TT	UASC	UCCA	UCCC	UCEC	UCS	UCU	ULMS	UM	USARC	VMM	VSC	WDLS	ZFIB	ZFIBBON	ZFIBBRE	ZFIBCOL	ZFIBLUN	ZFIBLYM	ZFIBSKI	ZFIBSOF	ZFIBUPA	ZFIBURT	ZHYPP	ZIMMBR	ZIMMEKC	ZIMMEPCNS	ZIMMEPCP	ZIMMEPCRT	ZIMMLUNG	ZIMMOV
ZNF627	0.679018	0.678401	0.675578	0.67618	0.678655	0.67671	0.678575	0.673017	0.675081	0.674275	0.677302	0.679756	0.675159	0.677291	0.675849	0.674597	0.678165	0.677595	0.676912	0.67427	0.67465	0.674504	0.673005	0.674835	0.673822	0.680551	0.671424	0.679043	0.677009	0.677395	0.682503	0.677213	0.678893	0.674416	0.679047	0.67505	0.674225	0.677927	0.673659	0.67755	0.678803	0.675662	0.677407	0.679763	0.678098	0.675114	0.6754	0.680484	0.674213	0.676575	0.679982	0.678966	0.678126	0.673139	0.672679	0.675262	0.675753	0.672889	0.673624	0.674344	0.677281	0.67903	0.679655	0.674737	0.681694	0.67853	0.677088	0.678134	0.675217	0.67658	0.680368	0.674907	0.676574	0.679095	0.676044	0.677528	0.678262	0.677381	0.68033	0.672293	0.675855	0.676071	0.675991	0.678269	0.680212	0.678147	0.675878	0.678644	0.679173	0.674659	0.680814	0.67892	0.678997	0.673247	0.67466	0.680387	0.673518	0.676429	0.677289	0.669828	0.677408	0.67781	0.676345	0.676866	0.678444	0.675866	0.672921	0.674999	0.683428	0.67781	0.681044	0.676738	0.672805	0.679107	0.671932	0.679826	0.672258	0.675868	0.679908	0.677355	0.672624	0.675832	0.684451	0.676638	0.678728	0.679625	0.67252	0.679055	0.6805	0.674179	0.676655	0.681959	0.673732	0.675703	0.678736	0.671939	0.671318	0.677919	0.678544	0.676358	0.678816	0.671465	0.67344	0.67987	0.675694	0.679365	0.676631	0.676549	0.681676	0.681199	0.678466	0.675456	0.673753	0.672135	0.676693	0.678865	0.676082	0.675725	0.678386	0.676257	0.675769	0.678077	0.67687	0.678621	0.678397	0.676143	0.677654	0.674359	0.677333	0.676013	0.67553	0.676157	0.686745	0.675209	0.67463	0.679661	0.67997	0.680321	0.679435	0.679415	0.680066	0.677952	0.680798	0.674683	0.673206	0.678828	0.675175	0.675302	0.678895	0.675058	0.676112	0.676119
ZNF789	0.676454	0.673979	0.67789	0.678842	0.680967	0.677433	0.67123	0.671054	0.675205	0.67146	0.672424	0.677361	0.676273	0.677328	0.673677	0.678845	0.673665	0.677237	0.675021	0.67288	0.67262	0.674801	0.674623	0.677143	0.673672	0.681234	0.675743	0.676824	0.677951	0.678511	0.676458	0.680047	0.676124	0.674682	0.680334	0.681017	0.674951	0.678321	0.680093	0.674353	0.676799	0.675714	0.675749	0.675477	0.680249	0.674622	0.675976	0.677833	0.681769	0.674038	0.676592	0.678043	0.678991	0.680485	0.679389	0.677092	0.678576	0.677716	0.676183	0.677308	0.679712	0.676295	0.673528	0.67003	0.679366	0.681887	0.676071	0.676086	0.671476	0.676391	0.679725	0.676112	0.676113	0.676691	0.679299	0.676248	0.67595	0.677731	0.679128	0.677629	0.677017	0.677666	0.679515	0.675432	0.675895	0.681157	0.679178	0.676475	0.678066	0.677234	0.679152	0.675173	0.676138	0.676965	0.675947	0.674498	0.677897	0.680323	0.675494	0.676493	0.676121	0.679133	0.67271	0.67987	0.675482	0.679509	0.676048	0.676239	0.680592	0.675989	0.67712	0.676475	0.676499	0.675315	0.674598	0.676552	0.673256	0.676028	0.679142	0.674195	0.676871	0.672985	0.678183	0.678569	0.678058	0.675587	0.676714	0.675788	0.674448	0.679464	0.679715	0.680946	0.679615	0.674098	0.677503	0.672064	0.678012	0.674795	0.676494	0.675758	0.677381	0.675433	0.674113	0.674731	0.673112	0.670747	0.680067	0.677609	0.671327	0.674641	0.677153	0.675442	0.676098	0.679011	0.679228	0.678251	0.675581	0.681502	0.677822	0.673469	0.675363	0.675516	0.677105	0.679891	0.679637	0.676624	0.676894	0.677689	0.676294	0.680075	0.676133	0.677371	0.683953	0.68037	0.678688	0.67998	0.679974	0.678149	0.680175	0.678343	0.679212	0.677613	0.680067	0.676153	0.676185	0.677264	0.676141	0.676797	0.677203	0.680878	0.673035	0.675743
ZNF536	0.693147	0.693147	0.671377	0.66582	0.668059	0.675983	0.693147	0.693147	0.669453	0.684133	0.668177	0.693147	0.585213	0.63903	0.69281	0.672825	0.692332	0.687819	0.692848	0.691217	0.691217	0.692105	0.693147	0.693147	0.692588	0.693147	0.693147	0.693147	0.689905	0.69015	0.693147	0.692425	0.687886	0.67625	0.693147	0.693147	0.693147	0.693147	0.693147	0.688129	0.691656	0.67903	0.686827	0.693147	0.692294	0.660555	0.690568	0.693147	0.685452	0.687633	0.692517	0.684171	0.692759	0.669557	0.682905	0.690902	0.693147	0.637521	0.609822	0.618636	0.684484	0.683202	0.691217	0.691217	0.686735	0.691217	0.652027	0.693147	0.689609	0.689644	0.693147	0.693147	0.693147	0.672086	0.693147	0.676765	0.668179	0.691656	0.693147	0.693147	0.691428	0.693041	0.691876	0.671926	0.693147	0.692423	0.689644	0.691476	0.692298	0.671377	0.693147	0.68351	0.689063	0.693147	0.583981	0.692423	0.657319	0.693147	0.681998	0.693147	0.61341	0.677862	0.689639	0.690066	0.691804	0.642628	0.693147	0.688349	0.688129	0.691807	0.693147	0.693147	0.567575	0.693147	0.693147	0.682219	0.693147	0.693147	0.692352	0.685083	0.693147	0.693147	0.691217	0.677163	0.6922	0.691226	0.691217	0.681351	0.693147	0.685256	0.690614	0.688129	0.565941	0.662664	0.692105	0.693147	0.645595	0.688753	0.691706	0.691217	0.693147	0.693147	0.615959	0.608976	0.656673	0.693147	0.689609	0.681482	0.693147	0.688902	0.68202	0.688129	0.656648	0.610533	0.692588	0.687715	0.678353	0.691217	0.693147	0.680967	0.690946	0.688129	0.686893	0.693147	0.689609	0.669338	0.693147	0.692105	0.68684	0.680937	0.685407	0.617257	0.693147	0.693147	0.693147	0.690671	0.689706	0.62061	0.687367	0.692423	0.669244	0.688858	0.608915	0.643256	0.693147	0.693147	0.693147	0.693147	0.69269	0.693147	0.691217	0.693147
ZNF534	0.693147	0.690034	0.693147	0.676417	0.693147	0.691683	0.685106	0.684119	0.678782	0.678811	0.691972	0.693147	0.676261	0.685131	0.658859	0.688493	0.684665	0.685507	0.681886	0.660466	0.667483	0.691454	0.691454	0.648817	0.643766	0.687456	0.693147	0.687456	0.680611	0.676698	0.693147	0.687269	0.67559	0.693147	0.693147	0.664969	0.687456	0.690562	0.693147	0.555893	0.692234	0.667152	0.689707	0.693147	0.68952	0.693147	0.683468	0.685106	0.621309	0.675258	0.690103	0.693147	0.690496	0.667397	0.682903	0.684911	0.663435	0.653839	0.684501	0.688227	0.680774	0.684874	0.693147	0.678811	0.682903	0.693147	0.684906	0.691764	0.605753	0.690962	0.676769	0.668147	0.688734	0.681917	0.682903	0.686438	0.691683	0.692234	0.690034	0.678811	0.678697	0.673081	0.683307	0.651152	0.681867	0.687551	0.654874	0.677543	0.683872	0.687456	0.690025	0.684981	0.682191	0.690052	0.6881	0.689182	0.691967	0.693147	0.680281	0.693147	0.68011	0.677206	0.675107	0.690032	0.665747	0.629733	0.690025	0.682241	0.693147	0.689182	0.693147	0.693147	0.675308	0.693147	0.693147	0.672516	0.690025	0.682903	0.690145	0.673512	0.678811	0.680811	0.678811	0.685488	0.685043	0.686285	0.687456	0.657774	0.673234	0.68527	0.623175	0.675031	0.690034	0.682322	0.691454	0.690025	0.633413	0.679768	0.686198	0.690025	0.685106	0.684425	0.676407	0.688668	0.669002	0.688734	0.685106	0.683345	0.685106	0.691454	0.684611	0.687456	0.620004	0.689536	0.685472	0.685843	0.586126	0.693147	0.675031	0.669354	0.688342	0.518708	0.681506	0.690052	0.690025	0.675089	0.689415	0.681055	0.687504	0.685947	0.693147	0.690025	0.671491	0.679743	0.659028	0.687783	0.689591	0.687464	0.677387	0.685911	0.686185	0.685117	0.678811	0.685106	0.693147	0.690025	0.687504	0.690025	0.68112	0.693147	0.676887	0.690025
GLMP	0.673694	0.681536	0.691103	0.669235	0.686766	0.683958	0.678709	0.679373	0.678398	0.688549	0.681105	0.673132	0.689726	0.676648	0.680355	0.68718	0.683812	0.675663	0.683891	0.681495	0.685769	0.685657	0.688583	0.685514	0.689444	0.678605	0.677827	0.679756	0.676232	0.673351	0.675183	0.676201	0.676612	0.675338	0.67471	0.676689	0.678648	0.677256	0.675246	0.672665	0.678766	0.679421	0.675592	0.675735	0.678875	0.68755	0.674922	0.673375	0.673887	0.680779	0.674561	0.675899	0.676286	0.673375	0.671609	0.679782	0.674639	0.683087	0.681402	0.675445	0.673936	0.677125	0.674403	0.68283	0.67379	0.691502	0.674537	0.674323	0.676336	0.684961	0.674496	0.680563	0.670449	0.67298	0.67535	0.673375	0.683864	0.676132	0.678563	0.681645	0.676964	0.675908	0.676423	0.675648	0.672433	0.673943	0.674292	0.675311	0.673314	0.682568	0.677199	0.676089	0.676454	0.677585	0.677746	0.68072	0.673834	0.675972	0.67902	0.678665	0.670961	0.674308	0.678293	0.678412	0.675089	0.675085	0.688549	0.68628	0.686955	0.686382	0.674665	0.678805	0.681186	0.689823	0.679571	0.674632	0.673889	0.680238	0.676658	0.6724	0.674413	0.672753	0.67594	0.675653	0.675714	0.675073	0.673766	0.675881	0.673494	0.675613	0.675832	0.67644	0.679702	0.673135	0.672579	0.675545	0.679319	0.676005	0.675355	0.677825	0.675657	0.686042	0.677146	0.669648	0.675002	0.676645	0.675575	0.674848	0.679036	0.673793	0.675273	0.672625	0.672812	0.671546	0.674908	0.673848	0.668275	0.673537	0.674224	0.680815	0.678497	0.674163	0.678902	0.675628	0.6729	0.676352	0.673793	0.675599	0.676884	0.66822	0.674077	0.668384	0.681473	0.675923	0.670881	0.672074	0.671706	0.672117	0.6724	0.672449	0.672251	0.674239	0.67076	0.673221	0.675945	0.673576	0.674288	0.671972	0.675499	0.673244	0.672957	0.672799
ZNF652	0.680494	0.678717	0.678451	0.676974	0.678735	0.672977	0.677959	0.679743	0.677124	0.670198	0.677418	0.676559	0.680241	0.676772	0.674902	0.679999	0.674587	0.677838	0.676777	0.677193	0.674977	0.679556	0.677279	0.676202	0.678256	0.679446	0.675122	0.677141	0.673632	0.681735	0.679308	0.67636	0.677704	0.673073	0.677869	0.676505	0.676337	0.675787	0.678769	0.678324	0.676836	0.678785	0.675759	0.677316	0.676415	0.676211	0.67115	0.679766	0.678146	0.674218	0.675328	0.67606	0.675377	0.678038	0.675595	0.674917	0.677532	0.677604	0.676953	0.675271	0.676743	0.676297	0.679044	0.674395	0.680989	0.676044	0.677178	0.678584	0.675736	0.68133	0.677761	0.672623	0.678116	0.67713	0.673426	0.67692	0.678156	0.677661	0.679228	0.670291	0.674827	0.67521	0.67003	0.676208	0.67724	0.677204	0.675925	0.675831	0.678167	0.675529	0.67816	0.676431	0.676384	0.675118	0.676058	0.676286	0.68079	0.680319	0.677914	0.678231	0.676564	0.678221	0.676232	0.680191	0.677422	0.677444	0.676913	0.67603	0.678986	0.680026	0.684598	0.680524	0.674158	0.673318	0.672287	0.677912	0.674685	0.673748	0.677928	0.677859	0.676614	0.675716	0.68029	0.67736	0.676469	0.674437	0.671889	0.674253	0.674713	0.677663	0.678155	0.675628	0.676063	0.672295	0.67451	0.673435	0.674329	0.67758	0.677215	0.677014	0.678802	0.675944	0.673501	0.676521	0.676354	0.675091	0.678893	0.674493	0.67817	0.677351	0.675908	0.675477	0.675598	0.677554	0.680396	0.677918	0.674068	0.677862	0.678757	0.676246	0.677182	0.667253	0.674143	0.674224	0.675608	0.675474	0.676938	0.677277	0.673929	0.678379	0.67756	0.675234	0.674782	0.676392	0.676815	0.679983	0.680504	0.67946	0.681978	0.678189	0.680704	0.676965	0.680846	0.67816	0.678537	0.678345	0.679003	0.680925	0.67762	0.680091	0.681578	0.678451
ZNF830	0.676557	0.675697	0.67775	0.677396	0.675876	0.675307	0.677152	0.674622	0.675142	0.674621	0.675088	0.676416	0.675964	0.676536	0.674158	0.676521	0.675706	0.676891	0.675564	0.675442	0.674238	0.674166	0.67521	0.676694	0.676394	0.678885	0.676855	0.674761	0.677935	0.678108	0.67768	0.678259	0.677546	0.675755	0.677285	0.678123	0.673826	0.678046	0.680509	0.677882	0.677433	0.674843	0.676722	0.680068	0.677524	0.675355	0.676987	0.677598	0.677626	0.675867	0.67722	0.67723	0.675596	0.678827	0.677165	0.675766	0.676423	0.677553	0.676422	0.676856	0.677282	0.677285	0.676524	0.674526	0.676954	0.677526	0.676959	0.677902	0.678984	0.67713	0.676104	0.678978	0.676852	0.676854	0.675287	0.678489	0.675279	0.679353	0.678604	0.675148	0.677206	0.676843	0.678685	0.677205	0.678496	0.679525	0.677414	0.676832	0.6791	0.676732	0.676194	0.676876	0.676822	0.677799	0.675014	0.676283	0.677099	0.678429	0.675044	0.68064	0.677539	0.676934	0.67469	0.676649	0.677787	0.678205	0.67768	0.676657	0.67707	0.672585	0.677132	0.67237	0.675432	0.675642	0.677215	0.67788	0.675669	0.676605	0.678625	0.677959	0.676377	0.67565	0.680665	0.677471	0.677129	0.677844	0.67497	0.675049	0.676089	0.675815	0.676966	0.678339	0.677023	0.677349	0.676195	0.67492	0.674547	0.676455	0.67785	0.677407	0.678699	0.676584	0.674957	0.677652	0.675819	0.674057	0.678461	0.678168	0.673109	0.677836	0.67732	0.678527	0.674752	0.677619	0.678535	0.677266	0.675903	0.677316	0.676402	0.674253	0.676819	0.674308	0.675214	0.676453	0.679627	0.67733	0.67804	0.676159	0.677128	0.677877	0.674663	0.678013	0.681749	0.678488	0.673068	0.678472	0.678697	0.678614	0.678414	0.678366	0.678496	0.678347	0.67822	0.678773	0.67619	0.676546	0.677168	0.67693	0.676	0.678077	0.675672	0.675843
ZNF521	0.661331	0.691967	0.692798	0.666739	0.682161	0.682514	0.669009	0.651455	0.66013	0.63987	0.650268	0.691291	0.650857	0.657987	0.67683	0.679277	0.684334	0.68758	0.674531	0.690083	0.688167	0.692961	0.677753	0.669882	0.687095	0.692222	0.646369	0.675805	0.687787	0.675548	0.692798	0.686013	0.6865	0.683503	0.693147	0.693147	0.692798	0.690084	0.690968	0.654701	0.692962	0.666121	0.687434	0.692798	0.692683	0.691444	0.692025	0.641622	0.656077	0.681381	0.69204	0.691492	0.692803	0.659784	0.641962	0.677614	0.693147	0.650298	0.669985	0.678094	0.688208	0.689695	0.689668	0.640612	0.661483	0.687962	0.658867	0.690726	0.693147	0.693019	0.683957	0.691203	0.655374	0.684173	0.693147	0.683775	0.682414	0.678423	0.693019	0.692798	0.682581	0.686544	0.690386	0.687513	0.674359	0.679594	0.666578	0.68983	0.689451	0.658101	0.69195	0.688944	0.690525	0.691653	0.677357	0.689126	0.672641	0.693147	0.680416	0.639269	0.664188	0.664502	0.639413	0.674025	0.691381	0.668705	0.693147	0.651068	0.689267	0.67729	0.693147	0.69074	0.659584	0.688427	0.677514	0.687794	0.693147	0.693147	0.691768	0.667128	0.651169	0.684693	0.69195	0.662013	0.68757	0.692218	0.641015	0.685707	0.681611	0.683116	0.68951	0.685548	0.672769	0.690723	0.690756	0.685846	0.683523	0.686747	0.690593	0.69195	0.651034	0.69198	0.67008	0.669946	0.671118	0.690824	0.693147	0.686933	0.691444	0.692499	0.685939	0.657926	0.667735	0.666642	0.686464	0.672901	0.658993	0.693147	0.689071	0.666986	0.69173	0.68662	0.69162	0.692698	0.68662	0.691167	0.672701	0.692222	0.683705	0.678559	0.693147	0.683252	0.693147	0.667809	0.638815	0.6569	0.674242	0.666335	0.654736	0.668325	0.657634	0.649332	0.65687	0.633485	0.693147	0.693147	0.68896	0.657907	0.692996	0.692107	0.693147	0.684152
PAX9	0.691651	0.692383	0.679486	0.679869	0.684073	0.688537	0.692479	0.691547	0.688359	0.692788	0.692845	0.680126	0.691319	0.673592	0.683614	0.68973	0.689567	0.671474	0.684623	0.691148	0.69085	0.693147	0.693147	0.681863	0.692557	0.666153	0.681876	0.666609	0.669045	0.679234	0.676842	0.686056	0.686713	0.688375	0.679397	0.677264	0.68876	0.673609	0.673982	0.671952	0.683047	0.678106	0.676154	0.685957	0.660818	0.670229	0.659175	0.684042	0.678051	0.678131	0.68279	0.678633	0.679086	0.689084	0.688566	0.679465	0.69219	0.685715	0.676601	0.662716	0.669988	0.651296	0.691396	0.692788	0.673122	0.693147	0.677748	0.675562	0.689362	0.68205	0.679901	0.674188	0.671387	0.676169	0.69219	0.68122	0.65665	0.665333	0.631624	0.68074	0.671582	0.67735	0.660844	0.665265	0.681589	0.682105	0.673012	0.665302	0.665021	0.654175	0.660578	0.665529	0.654481	0.67804	0.673701	0.692685	0.680637	0.655552	0.683206	0.671148	0.675905	0.690017	0.673283	0.689858	0.677304	0.672401	0.693147	0.687138	0.693147	0.6751	0.669466	0.691916	0.692404	0.685618	0.63678	0.670434	0.68957	0.629721	0.660743	0.678343	0.684604	0.67044	0.649379	0.679323	0.680671	0.680006	0.666449	0.67908	0.669715	0.67934	0.682714	0.690672	0.676012	0.661905	0.685899	0.627579	0.690238	0.687055	0.68108	0.687111	0.686116	0.68472	0.662499	0.678648	0.673902	0.687839	0.655082	0.682091	0.674119	0.675505	0.673103	0.676676	0.69153	0.677326	0.674747	0.661134	0.628629	0.687637	0.671148	0.673017	0.681996	0.690907	0.666717	0.67365	0.690442	0.681993	0.681279	0.668151	0.679342	0.682866	0.669919	0.681759	0.671717	0.678627	0.689158	0.686369	0.68912	0.691215	0.692167	0.690703	0.687141	0.689166	0.692788	0.690442	0.664109	0.663809	0.69279	0.690442	0.667593	0.693077	0.662796	0.692479
FOXJ3	0.676213	0.677226	0.677722	0.678151	0.67877	0.677353	0.675163	0.67636	0.676375	0.674459	0.677653	0.677586	0.675918	0.675564	0.676048	0.679511	0.676868	0.676014	0.676888	0.673857	0.674149	0.675668	0.674775	0.675531	0.675975	0.678753	0.677013	0.67649	0.676875	0.675648	0.677065	0.67837	0.678131	0.675693	0.679295	0.674977	0.677575	0.677248	0.676762	0.676759	0.678577	0.676227	0.677121	0.682318	0.677427	0.675679	0.676715	0.673598	0.676826	0.676644	0.678449	0.676177	0.677784	0.674226	0.678307	0.676171	0.679865	0.676641	0.676699	0.6755	0.677536	0.676964	0.675515	0.673152	0.675248	0.680038	0.676245	0.677797	0.678976	0.678772	0.675842	0.674869	0.676671	0.676893	0.677435	0.676468	0.676824	0.677401	0.677825	0.676884	0.676916	0.677488	0.678237	0.675663	0.677565	0.681153	0.675313	0.676427	0.676037	0.672675	0.677713	0.676329	0.677725	0.676926	0.675975	0.678548	0.6766	0.678535	0.677132	0.677845	0.676606	0.677079	0.676232	0.67674	0.676401	0.676915	0.677462	0.67713	0.678171	0.676412	0.677297	0.677024	0.675668	0.681674	0.678984	0.676998	0.676502	0.676961	0.678579	0.67628	0.676333	0.677026	0.68046	0.676728	0.677583	0.677441	0.671784	0.677354	0.676665	0.676119	0.67662	0.676583	0.678059	0.676487	0.677135	0.670264	0.675386	0.677885	0.678091	0.676335	0.676035	0.676721	0.672369	0.676138	0.67444	0.679452	0.673937	0.677171	0.67477	0.677155	0.676802	0.674479	0.672829	0.677691	0.675755	0.677126	0.671799	0.678005	0.674442	0.675286	0.675963	0.679408	0.675768	0.676182	0.678009	0.676819	0.678536	0.676279	0.678243	0.679008	0.677021	0.677544	0.685608	0.676942	0.673973	0.677811	0.67845	0.678576	0.678799	0.677387	0.678404	0.678209	0.678221	0.678161	0.67624	0.67669	0.67707	0.677462	0.677673	0.67832	0.675316	0.676921
ZNF358	0.672858	0.685003	0.675238	0.674292	0.692736	0.684511	0.678595	0.676604	0.680721	0.676253	0.679886	0.676888	0.674777	0.67168	0.683745	0.675646	0.690925	0.675936	0.682614	0.676535	0.675218	0.676431	0.674154	0.681012	0.676047	0.684757	0.670574	0.683667	0.677108	0.674627	0.676782	0.677043	0.675534	0.673493	0.683046	0.678093	0.675073	0.677926	0.676626	0.672404	0.683694	0.678618	0.677776	0.681834	0.678647	0.672082	0.674637	0.674141	0.672995	0.686413	0.679445	0.675938	0.679956	0.67627	0.671343	0.673494	0.674096	0.673307	0.673232	0.673715	0.678074	0.677118	0.675949	0.676609	0.677184	0.69292	0.673028	0.677612	0.677935	0.689028	0.678292	0.682032	0.673113	0.675067	0.676253	0.675343	0.689746	0.676156	0.681598	0.676146	0.675107	0.677673	0.676813	0.675408	0.678156	0.675893	0.673028	0.676814	0.676182	0.677929	0.679165	0.675343	0.677098	0.674162	0.674277	0.686126	0.674519	0.679987	0.679118	0.679186	0.67499	0.675367	0.677616	0.675164	0.67664	0.673124	0.677175	0.673915	0.679172	0.682674	0.67587	0.674479	0.671301	0.692478	0.673375	0.676328	0.676531	0.679111	0.678986	0.672016	0.676655	0.67637	0.681386	0.674167	0.677747	0.677455	0.672732	0.680627	0.692634	0.674909	0.676593	0.673938	0.674198	0.673921	0.676554	0.671187	0.679266	0.674124	0.678736	0.672866	0.677729	0.674166	0.671552	0.675805	0.673393	0.68119	0.675971	0.674603	0.689527	0.685817	0.678176	0.674992	0.669854	0.672304	0.674966	0.672145	0.672118	0.674879	0.670181	0.686027	0.6753	0.677273	0.675212	0.677589	0.675311	0.674465	0.676067	0.673801	0.673505	0.675368	0.675389	0.675967	0.681744	0.676005	0.669329	0.674224	0.674596	0.673948	0.674296	0.673088	0.674493	0.673305	0.675931	0.678055	0.674446	0.679586	0.67334	0.674144	0.677436	0.672608	0.680484	0.672429
CHAMP1	0.676474	0.672968	0.675289	0.675262	0.677009	0.677116	0.674972	0.676441	0.675915	0.674492	0.675046	0.679166	0.676641	0.677589	0.674723	0.676817	0.673382	0.677205	0.675464	0.672728	0.673876	0.675271	0.673744	0.675691	0.674441	0.680269	0.673144	0.677693	0.677445	0.675655	0.67719	0.680334	0.67905	0.674711	0.678806	0.674363	0.677094	0.676952	0.680206	0.67538	0.67798	0.676586	0.676781	0.677472	0.677505	0.675064	0.677996	0.67679	0.678472	0.674358	0.678854	0.6775	0.679012	0.677434	0.675296	0.675412	0.677426	0.676204	0.674971	0.675614	0.67874	0.677964	0.676243	0.673719	0.674985	0.679849	0.67693	0.677722	0.67578	0.677001	0.675988	0.671369	0.67555	0.677005	0.675351	0.678359	0.676757	0.677621	0.678997	0.676319	0.678186	0.67823	0.679899	0.676494	0.677244	0.681691	0.678739	0.677875	0.677969	0.67857	0.678016	0.677517	0.678777	0.67548	0.676849	0.676079	0.674854	0.673898	0.67579	0.679119	0.675017	0.678277	0.675497	0.675498	0.677148	0.678041	0.676052	0.676398	0.679123	0.675979	0.677085	0.676595	0.67488	0.680504	0.678988	0.678381	0.675805	0.678157	0.679457	0.677874	0.672581	0.679039	0.676694	0.676354	0.678418	0.677424	0.682348	0.676216	0.678562	0.676113	0.677548	0.673071	0.678138	0.677876	0.67771	0.672381	0.67256	0.680127	0.67714	0.674983	0.680749	0.67513	0.674487	0.674077	0.676355	0.674746	0.676923	0.679075	0.675544	0.675567	0.677818	0.677668	0.675811	0.676313	0.67902	0.678649	0.676304	0.676442	0.683216	0.675635	0.677818	0.67902	0.677148	0.676849	0.676836	0.6781	0.679179	0.675708	0.678931	0.67739	0.674689	0.678199	0.689418	0.678042	0.674297	0.67705	0.676997	0.67755	0.676184	0.676343	0.676934	0.676374	0.674778	0.676697	0.675839	0.679105	0.675058	0.675287	0.679742	0.676943	0.676856	0.675188
ZNF277	0.677116	0.679106	0.675073	0.675676	0.674366	0.676626	0.67771	0.678946	0.67612	0.674259	0.677739	0.676538	0.678004	0.677275	0.676007	0.676413	0.675658	0.677154	0.674651	0.677201	0.677021	0.675684	0.675473	0.674201	0.678674	0.679798	0.676317	0.677101	0.677154	0.678271	0.68079	0.677685	0.676706	0.677785	0.678823	0.677496	0.675792	0.677222	0.673907	0.67797	0.673856	0.6756	0.676288	0.673011	0.676015	0.677257	0.677067	0.67752	0.676592	0.676058	0.677778	0.678167	0.677667	0.676332	0.676059	0.679678	0.671505	0.676672	0.676769	0.677156	0.673973	0.679569	0.67837	0.677588	0.679162	0.669937	0.677643	0.675397	0.675242	0.673023	0.678826	0.674808	0.678562	0.67702	0.672614	0.677594	0.676804	0.67716	0.680359	0.673523	0.678661	0.675135	0.67696	0.677475	0.678759	0.676609	0.67526	0.677467	0.678922	0.677094	0.679298	0.677775	0.678001	0.673474	0.675565	0.677544	0.674664	0.676686	0.676623	0.675544	0.676011	0.677244	0.678341	0.676345	0.67824	0.673905	0.674376	0.67827	0.677862	0.677305	0.679473	0.677425	0.67572	0.671855	0.676339	0.677204	0.676094	0.6766	0.678279	0.677935	0.675024	0.675745	0.67491	0.677156	0.677061	0.67917	0.675235	0.676908	0.676079	0.676557	0.677579	0.678578	0.676573	0.678052	0.67626	0.679819	0.677256	0.675231	0.675509	0.678446	0.681229	0.67555	0.676664	0.677545	0.676371	0.675971	0.676552	0.676484	0.678394	0.679465	0.676048	0.675536	0.677007	0.673059	0.675359	0.677167	0.681882	0.673579	0.675215	0.674994	0.677198	0.675966	0.678366	0.676179	0.678049	0.67773	0.67651	0.678025	0.676746	0.674222	0.679024	0.673031	0.679876	0.681426	0.679184	0.678267	0.679271	0.678603	0.678773	0.678601	0.679071	0.677678	0.678869	0.676713	0.676944	0.67637	0.676929	0.678188	0.677579	0.676073	0.67973	0.676235
