	Adrenal Gland	Ampulla of Vater	Biliary Tract	Bladder/Urinary Tract	Bone	Bowel	Breast	CNS/Brain	Cervix	Esophagus/Stomach	Eye	Fibroblast	Head and Neck	Kidney	Liver	Lung	Lymphoid	Myeloid	Ovary/Fallopian Tube	Pancreas	Peripheral Nervous System	Pleura	Prostate	Skin	Soft Tissue	Testis	Thyroid	Uterus	Vulva/Vagina
ZBTB44	0.613203	0.609151	0.615919	0.617882	0.616151	0.615137	0.621429	0.620376	0.620251	0.617366	0.623041	0.626751	0.626763	0.616005	0.618828	0.609094	0.604884	0.599396	0.613758	0.611331	0.61953	0.620106	0.617971	0.626105	0.624359	0.614609	0.619629	0.612072	0.642226
ZKSCAN7	0.58872	0.64475	0.627524	0.644545	0.596663	0.671916	0.64316	0.588361	0.658758	0.649644	0.646621	0.562515	0.650696	0.61767	0.619357	0.614235	0.641093	0.6537	0.617172	0.645472	0.533984	0.596625	0.598046	0.624635	0.573589	0.57982	0.624175	0.609016	0.662282
ZNF729	0.693147	0.693147	0.681202	0.686879	0.608868	0.689149	0.608849	0.625385	0.693147	0.660023	0.648594	0.687191	0.680566	0.691697	0.605304	0.583036	0.649095	0.670745	0.623119	0.692014	0.618783	0.454386	0.633797	0.618292	0.646732	0.296376	0.639242	0.635832	0.681422
ZNF565	0.605297	0.631061	0.617961	0.621107	0.601387	0.616267	0.609968	0.615348	0.614494	0.61397	0.62046	0.618458	0.630157	0.621151	0.616731	0.614572	0.627859	0.617209	0.613703	0.619075	0.607116	0.615823	0.611853	0.626534	0.613864	0.621913	0.623154	0.613837	0.632492
ZNF34	0.60351	0.634483	0.624802	0.621583	0.607216	0.630264	0.60809	0.613992	0.61758	0.621754	0.60825	0.623637	0.625805	0.631388	0.619764	0.611994	0.61487	0.610105	0.623331	0.622535	0.600511	0.620513	0.612832	0.617921	0.612365	0.597631	0.61551	0.626488	0.636892
ZNF781	0.634828	0.690677	0.681865	0.62916	0.560788	0.662294	0.626179	0.590261	0.671476	0.664703	0.609992	0.576645	0.682608	0.649416	0.618241	0.622065	0.633173	0.615466	0.620549	0.672631	0.496829	0.587303	0.635035	0.614709	0.544007	0.5509	0.637188	0.618676	0.659232
ZNF140	0.609122	0.626157	0.615513	0.616425	0.618302	0.61876	0.615111	0.621753	0.612763	0.622912	0.624446	0.622077	0.621834	0.615172	0.61795	0.612853	0.621978	0.619229	0.619218	0.617591	0.608778	0.608411	0.614611	0.622808	0.617895	0.606798	0.62194	0.624498	0.616006
ZNF774	0.588861	0.60907	0.618871	0.61177	0.62001	0.598589	0.605093	0.607592	0.602433	0.602383	0.625361	0.631819	0.626799	0.622171	0.625184	0.600794	0.641017	0.643902	0.612295	0.618984	0.597864	0.640175	0.605452	0.629409	0.623391	0.646087	0.620252	0.611125	0.638243
ZNF765	0.621822	0.623049	0.617617	0.608695	0.615915	0.612719	0.616287	0.616549	0.611963	0.611916	0.627801	0.62469	0.62586	0.618466	0.614182	0.607813	0.611979	0.610951	0.619292	0.617975	0.61889	0.607411	0.607304	0.621828	0.614849	0.62015	0.625711	0.612412	0.649999
ZNF124	0.60709	0.622746	0.623638	0.616203	0.607848	0.607759	0.615843	0.62231	0.627544	0.618506	0.617314	0.642113	0.640722	0.616265	0.606991	0.60889	0.605297	0.598921	0.618047	0.625412	0.595286	0.617932	0.61339	0.620481	0.612956	0.610767	0.629443	0.610634	0.661428
TSC22D2	0.628474	0.61226	0.615793	0.612424	0.61719	0.622333	0.618256	0.612646	0.619271	0.617834	0.617529	0.610334	0.617654	0.615126	0.616477	0.61612	0.628621	0.628408	0.614894	0.61597	0.620857	0.61312	0.618085	0.617461	0.610374	0.614767	0.614552	0.613901	0.630353
ZNF569	0.56697	0.667571	0.643582	0.627233	0.593919	0.665965	0.617583	0.598402	0.639099	0.654153	0.617126	0.61192	0.663958	0.622127	0.611106	0.603568	0.610481	0.599644	0.614922	0.644942	0.586604	0.599956	0.619457	0.619192	0.591814	0.592096	0.610695	0.612096	0.648054
ZNF777	0.611655	0.620663	0.623578	0.612026	0.614729	0.612893	0.61145	0.612283	0.618631	0.615798	0.624051	0.614087	0.626505	0.615437	0.608489	0.609138	0.614291	0.614221	0.613661	0.620041	0.611145	0.615296	0.616883	0.614648	0.619346	0.635015	0.618317	0.612445	0.6591
ZNF775	0.6033	0.633417	0.633626	0.61866	0.604986	0.613775	0.628494	0.603963	0.641606	0.627142	0.629703	0.616813	0.647361	0.608059	0.602653	0.603161	0.593091	0.609069	0.614306	0.634058	0.593786	0.624199	0.630526	0.612676	0.607917	0.607558	0.608659	0.613408	0.661427
ZNF605	0.583993	0.620017	0.629165	0.617712	0.606092	0.636475	0.617066	0.615157	0.63227	0.632808	0.616063	0.603879	0.637647	0.609777	0.609278	0.608485	0.62775	0.615197	0.620233	0.625526	0.597228	0.619739	0.60599	0.623548	0.612071	0.618111	0.615549	0.623304	0.639458
RFX8	0.693147	0.517981	0.62636	0.633704	0.605854	0.663843	0.658694	0.575918	0.676757	0.660144	0.690367	0.444268	0.650391	0.658371	0.65454	0.631681	0.618564	0.521987	0.644116	0.615604	0.648771	0.655914	0.67286	0.661252	0.581931	0.682993	0.48898	0.671159	0.67996
