cancer	group	group_size	tf	category	jsd_rank	cacts_score	group_expr_log2tpm	fdr_log10	top5e
ESCA	Normal	12	KDM2A	non_specific	706	0.238062	4.93	-0.025	1
ESCA	Normal	12	HMG20B	non_specific	726	0.238766	4.93	-0.025	1
ESCA	Normal	12	CIC	non_specific	573	0.232318	4.92	-0.025	1
ESCA	Normal	12	RBCK1	non_specific	939	0.249484	4.91	-0.025	1
ESCA	Normal	12	BPTF	non_specific	618	0.234285	4.9	-0.025	1
ESCA	Normal	12	SMAD4	non_specific	335	0.217109	4.88	-0.025	1
ESCA	Normal	12	RBPJ	non_specific	456	0.226114	4.83	-0.025	1
ESCA	Tumor	180	EN1	specific	19	0.014088	1.46	-9.092	0
ESCA	Tumor	180	HOXD13	specific	20	0.014773	1.23	-9.037	0
ESCA	Tumor	180	HOXD11	specific	29	0.021241	1.95	-8.478	0
ESCA	Tumor	180	DLX6	specific	33	0.024665	1.14	-8.163	0
ESCA	Tumor	180	HOXC13	specific	35	0.025647	1.8	-8.083	0
ESCA	Tumor	180	HOXD10	specific	42	0.029611	2.21	-7.744	0
ESCA	Tumor	180	DMRT2	specific	47	0.033622	1.13	-7.392	0
ESCA	Tumor	180	LHX2	specific	57	0.041126	1.13	-6.73	0
ESCA	Tumor	180	POU6F2	specific	60	0.044224	1.49	-6.455	0
ESCA	Tumor	180	HOXC11	specific	67	0.047826	1.65	-6.164	0
ESCA	Tumor	180	HOXC8	specific	68	0.049095	1.49	-6.053	0
ESCA	Tumor	180	SIX1	specific	70	0.051195	1.66	-5.874	0
ESCA	Tumor	180	DLX5	specific	71	0.051537	2.22	-5.849	0
ESCA	Tumor	180	ZIC1	specific	76	0.053473	1.14	-5.704	0
ESCA	Tumor	180	HMGA2	specific	77	0.05417	2.58	-5.648	0
ESCA	Tumor	180	HOXC9	specific	78	0.054598	2.21	-5.615	0
ESCA	Tumor	180	SHOX2	specific	82	0.056761	1.13	-5.447	0
ESCA	Tumor	180	DLX4	specific	83	0.057086	1.55	-5.423	0
ESCA	Tumor	180	ZIC2	specific	84	0.057727	1.83	-5.376	0
ESCA	Tumor	180	BNC1	specific	87	0.058277	2.77	-5.341	0
ESCA	Tumor	180	ZNF114	specific	91	0.059482	1.2	-5.256	0
ESCA	Tumor	180	HOXC10	specific	93	0.060073	3.46	-5.215	0
ESCA	Tumor	180	DMRTA2	specific	94	0.060442	1.11	-5.188	0
ESCA	Tumor	180	ZNF695	specific	95	0.060996	1.74	-5.146	0
ESCA	Tumor	180	VAX2	specific	96	0.061632	1.03	-5.097	0
ESCA	Tumor	180	DPF1	specific	97	0.061887	1.41	-5.08	0
ESCA	Tumor	180	FOXE1	specific	98	0.062718	2.62	-5.014	0
ESCA	Tumor	180	HOXD9	specific	99	0.06316	1.78	-4.982	0
ESCA	Tumor	180	SALL4	specific	102	0.064721	1.69	-4.865	0
ESCA	Tumor	180	E2F7	specific	108	0.06841	2.52	-4.59	0
ESCA	Tumor	180	FOXS1	specific	111	0.070144	1.45	-4.463	0
ESCA	Tumor	180	HOXB9	specific	117	0.07497	2.11	-4.111	0
ESCA	Tumor	180	CBX2	specific	119	0.076206	2.68	-4.024	0
ESCA	Tumor	180	HES2	specific	125	0.081506	3.11	-3.654	0
ESCA	Tumor	180	HOXA11	specific	127	0.082726	1.42	-3.573	0
ESCA	Tumor	180	TP73	specific	128	0.082794	2.44	-3.571	0
ESCA	Tumor	180	POU3F1	specific	131	0.083971	1.03	-3.498	0
ESCA	Tumor	180	CERS3	specific	134	0.08568	3.1	-3.387	0
ESCA	Tumor	180	CENPA	specific	135	0.085822	3.73	-3.38	0
ESCA	Tumor	180	IRX4	specific	136	0.08606	2.18	-3.367	0
ESCA	Tumor	180	FOXJ1	specific	137	0.086521	1.35	-3.338	0
ESCA	Tumor	180	HOXC6	specific	138	0.086756	2.34	-3.325	0
ESCA	Tumor	180	HOXA1	specific	139	0.087497	2.07	-3.277	0
ESCA	Tumor	180	HOXA10	specific	140	0.087692	3.24	-3.267	0
ESCA	Tumor	180	FOXD1	specific	142	0.088169	2.56	-3.24	0
ESCA	Tumor	180	SIX2	specific	143	0.089264	1.44	-3.172	0
ESCA	Tumor	180	ZNF750	specific	144	0.089265	3.24	-3.172	0
ESCA	Tumor	180	FEZF1	specific	145	0.0894	1.11	-3.166	0
ESCA	Tumor	180	FOXP3	specific	149	0.090628	1.96	-3.095	0
ESCA	Tumor	180	TP63	specific	151	0.09089	4.67	-3.083	0
ESCA	Tumor	180	OTX1	specific	153	0.092246	2.59	-2.999	0
ESCA	Tumor	180	ZBED2	specific	159	0.093429	1.69	-2.938	0
ESCA	Tumor	180	HOXB7	specific	160	0.093768	3.98	-2.919	0
ESCA	Tumor	180	LMX1B	specific	165	0.094909	1.03	-2.859	0
ESCA	Tumor	180	FOXC2	specific	167	0.095124	1.4	-2.85	0
ESCA	Tumor	180	GRHL3	specific	172	0.097984	3.22	-2.682	0
ESCA	Tumor	180	GLI1	specific	176	0.102313	1.53	-2.427	0
ESCA	Tumor	180	PRRX2	specific	178	0.102884	3.27	-2.398	0
ESCA	Tumor	180	ZNF469	specific	179	0.102957	1.44	-2.396	0
ESCA	Tumor	180	FOXL1	specific	180	0.10343	1.48	-2.37	0
ESCA	Tumor	180	BCL11B	specific	181	0.104118	2.57	-2.332	0
ESCA	Tumor	180	GATA3	specific	182	0.104408	1.68	-2.317	0
ESCA	Tumor	180	SP6	specific	187	0.105839	2.11	-2.246	0
ESCA	Tumor	180	TFAP2A	specific	189	0.106853	4.84	-2.192	0
ESCA	Tumor	180	TBX1	specific	190	0.107469	2.0	-2.159	0
ESCA	Tumor	180	ETV4	specific	191	0.108649	4.79	-2.095	0
ESCA	Tumor	180	TBX18	specific	193	0.108896	1.46	-2.086	0
ESCA	Tumor	180	MYBL2	specific	194	0.109026	5.69	-2.081	1
ESCA	Tumor	180	RUNX2	specific	195	0.109667	2.48	-2.047	0
ESCA	Tumor	180	HOXA13	specific	197	0.110316	1.64	-2.016	0
ESCA	Tumor	180	DLX3	specific	198	0.110832	1.37	-1.989	0
ESCA	Tumor	180	TFAP2C	specific	199	0.111257	3.23	-1.968	0
ESCA	Tumor	180	TLX1	specific	201	0.111477	1.09	-1.961	0
ESCA	Tumor	180	FOXN1	specific	203	0.111761	1.93	-1.95	0
ESCA	Tumor	180	TWIST1	specific	206	0.114097	2.47	-1.831	0
ESCA	Tumor	180	RCOR2	specific	209	0.114735	1.73	-1.803	0
ESCA	Tumor	180	ONECUT2	specific	213	0.115884	1.58	-1.752	0
ESCA	Tumor	180	HOXA7	specific	215	0.116602	2.66	-1.719	0
ESCA	Tumor	180	E2F2	specific	216	0.116743	2.4	-1.713	0
ESCA	Tumor	180	CDX1	specific	217	0.11695	2.24	-1.705	0
ESCA	Tumor	180	EMX1	specific	218	0.117429	1.26	-1.682	0
ESCA	Tumor	180	HOXD8	specific	221	0.118693	1.89	-1.624	0
ESCA	Tumor	180	ZNF215	specific	226	0.119329	1.06	-1.602	0
ESCA	Tumor	180	ZNF883	specific	227	0.120057	1.14	-1.57	0
ESCA	Tumor	180	PITX2	specific	228	0.120061	2.17	-1.57	0
ESCA	Tumor	180	SOX15	specific	229	0.120086	4.02	-1.57	0
ESCA	Tumor	180	FOXM1	specific	233	0.122304	5.67	-1.469	1
ESCA	Tumor	180	RUNX3	specific	234	0.122388	3.41	-1.467	0
ESCA	Tumor	180	PAX9	specific	235	0.122529	3.14	-1.462	0
ESCA	Tumor	180	LBX2	specific	236	0.12338	1.59	-1.424	0
ESCA	Tumor	180	ZNF385C	specific	238	0.123627	1.14	-1.417	0
ESCA	Tumor	180	HOXA9	specific	239	0.123642	2.25	-1.417	0
ESCA	Tumor	180	HOXB13	specific	240	0.123702	1.35	-1.416	0
ESCA	Tumor	180	RAG1	specific	241	0.124156	1.08	-1.396	0
ESCA	Tumor	180	YBX2	specific	242	0.12437	2.37	-1.388	0
ESCA	Tumor	180	E2F1	specific	243	0.124538	3.69	-1.382	0
ESCA	Tumor	180	FOXD2	specific	246	0.126461	1.19	-1.298	0
ESCA	Tumor	180	ASCL2	specific	247	0.126487	2.66	-1.298	0
ESCA	Tumor	180	GFI1	specific	249	0.128392	1.28	-1.216	0
ESCA	Tumor	180	GLI2	specific	251	0.128607	2.43	-1.21	0
ESCA	Tumor	180	ZNF367	specific	252	0.128643	2.88	-1.21	0
ESCA	Tumor	180	OVOL1	specific	256	0.129888	3.61	-1.162	0
ESCA	Tumor	180	MSC	specific	257	0.129911	3.06	-1.162	0
ESCA	Tumor	180	CDX2	specific	258	0.130323	2.21	-1.149	0
ESCA	Tumor	180	TIGD1	specific	259	0.130332	2.18	-1.149	0
ESCA	Tumor	180	ETV7	specific	260	0.130345	3.22	-1.149	0
ESCA	Tumor	180	MESP1	specific	262	0.130739	1.15	-1.137	0
ESCA	Tumor	180	ZBTB12	specific	268	0.131874	1.87	-1.097	0
ESCA	Tumor	180	LEF1	specific	270	0.133158	3.58	-1.045	0
ESCA	Tumor	180	ZNF280C	specific	272	0.133349	2.28	-1.04	0
ESCA	Tumor	180	HEY1	specific	273	0.133851	2.75	-1.021	0
ESCA	Tumor	180	SNAI2	specific	274	0.134051	4.02	-1.014	0
ESCA	Tumor	180	YBX1	non_specific	1091	0.200231	9.01	-0.01	1
ESCA	Tumor	180	HMGA1	non_specific	449	0.168032	8.4	-0.136	1
ESCA	Tumor	180	YBX3	non_specific	892	0.192682	8.07	-0.01	1
ESCA	Tumor	180	ATF4	non_specific	1265	0.209825	7.67	0.0	1
ESCA	Tumor	180	KLF5	non_specific	558	0.176951	7.62	-0.042	1
ESCA	Tumor	180	JUNB	non_specific	919	0.193566	7.57	-0.01	1
ESCA	Tumor	180	ELF3	non_specific	613	0.179887	7.53	-0.03	1
ESCA	Tumor	180	JUND	non_specific	1304	0.212727	7.48	0.0	1
ESCA	Tumor	180	FOS	non_specific	1167	0.203983	7.41	-0.004	1
ESCA	Tumor	180	MAZ	non_specific	760	0.186709	7.21	-0.014	1
ESCA	Tumor	180	ZNF207	non_specific	807	0.189175	7.09	-0.01	1
ESCA	Tumor	180	ZNF706	non_specific	710	0.184242	7.08	-0.022	1
ESCA	Tumor	180	NFE2L2	non_specific	1270	0.210197	7.05	0.0	1
ESCA	Tumor	180	HIF1A	non_specific	698	0.183557	7.04	-0.025	1
ESCA	Tumor	180	ID1	non_specific	924	0.193649	6.97	-0.01	1
ESCA	Tumor	180	XBP1	non_specific	1359	0.21893	6.94	0.0	1
ESCA	Tumor	180	STAT1	non_specific	460	0.169597	6.85	-0.111	1
ESCA	Tumor	180	NFE2L1	non_specific	1044	0.198373	6.85	-0.01	1
ESCA	Tumor	180	GTF2I	non_specific	993	0.196103	6.83	-0.01	1
ESCA	Tumor	180	PA2G4	non_specific	611	0.179829	6.82	-0.03	1
ESCA	Tumor	180	STAT6	non_specific	1118	0.201486	6.81	-0.006	1
ESCA	Tumor	180	CEBPB	non_specific	734	0.185043	6.7	-0.022	1
ESCA	Tumor	180	SON	non_specific	1110	0.201023	6.69	-0.008	1
ESCA	Tumor	180	MYC	non_specific	725	0.184824	6.62	-0.022	1
ESCA	Tumor	180	HSF1	non_specific	821	0.189972	6.6	-0.01	1
ESCA	Tumor	180	STAT3	non_specific	988	0.195823	6.6	-0.01	1
ESCA	Tumor	180	DRAP1	non_specific	597	0.17915	6.58	-0.031	1
ESCA	Tumor	180	ETS2	non_specific	944	0.194408	6.52	-0.01	1
ESCA	Tumor	180	EPAS1	non_specific	1326	0.215502	6.48	0.0	1
ESCA	Tumor	180	BHLHE40	non_specific	688	0.183231	6.44	-0.026	1
ESCA	Tumor	180	SREBF1	non_specific	545	0.176042	6.42	-0.049	1
ESCA	Tumor	180	GTF3A	non_specific	962	0.194956	6.4	-0.01	1
ESCA	Tumor	180	EGR1	non_specific	1132	0.202219	6.34	-0.006	1
ESCA	Tumor	180	PLSCR1	non_specific	578	0.178093	6.33	-0.037	1
ESCA	Tumor	180	SREBF2	non_specific	1224	0.206846	6.32	-0.002	1
ESCA	Tumor	180	PITX1	non_specific	508	0.174172	6.31	-0.056	1
ESCA	Tumor	180	TFDP1	non_specific	616	0.180024	6.29	-0.03	1
ESCA	Tumor	180	TGIF1	non_specific	732	0.185022	6.28	-0.022	1
ESCA	Tumor	180	USF2	non_specific	948	0.194481	6.26	-0.01	1
ESCA	Tumor	180	HES1	non_specific	569	0.177478	6.24	-0.041	1
ESCA	Tumor	180	CEBPD	non_specific	1157	0.203438	6.24	-0.005	1
ESCA	Tumor	180	JUN	non_specific	1261	0.209515	6.23	0.0	1
ESCA	Tumor	180	RBCK1	non_specific	716	0.184379	6.22	-0.022	1
ESCA	Tumor	180	BCLAF1	non_specific	1056	0.198995	6.2	-0.01	1
ESCA	Tumor	180	IRF9	non_specific	615	0.179909	6.2	-0.03	1
ESCA	Tumor	180	CUX1	non_specific	1041	0.198187	6.19	-0.01	1
ESCA	Tumor	180	TCF3	non_specific	471	0.170793	6.16	-0.094	1
ESCA	Tumor	180	SLC2A4RG	non_specific	801	0.188885	6.14	-0.01	1
ESCA	Tumor	180	GPBP1L1	non_specific	1138	0.202533	6.11	-0.005	1
ESCA	Tumor	180	FOSL2	non_specific	1293	0.211808	6.1	0.0	1
ESCA	Tumor	180	ATF6B	non_specific	800	0.188808	6.09	-0.01	1
ESCA	Tumor	180	TSC22D1	non_specific	1316	0.2142	6.06	0.0	1
ESCA	Tumor	180	RELA	non_specific	998	0.196286	6.06	-0.01	1
ESCA	Tumor	180	NFIC	non_specific	1410	0.227756	6.04	0.0	1
ESCA	Tumor	180	AEBP1	non_specific	876	0.192237	6.03	-0.01	1
ESCA	Tumor	180	REPIN1	non_specific	1187	0.205024	6.02	-0.003	1
ESCA	Tumor	180	E2F4	non_specific	684	0.182951	6.0	-0.026	1
ESCA	Tumor	180	AHR	non_specific	644	0.181078	5.96	-0.03	1
ESCA	Tumor	180	GATAD2A	non_specific	741	0.185382	5.94	-0.021	1
ESCA	Tumor	180	CAMTA1	non_specific	956	0.194788	5.9	-0.01	1
ESCA	Tumor	180	HMGN3	non_specific	1113	0.20117	5.89	-0.008	1
ESCA	Tumor	180	IRF6	non_specific	506	0.173943	5.89	-0.059	1
ESCA	Tumor	180	FOXP4	non_specific	1311	0.213677	5.88	0.0	1
ESCA	Tumor	180	STAT2	non_specific	692	0.183331	5.87	-0.026	1
ESCA	Tumor	180	MBD2	non_specific	705	0.184024	5.84	-0.022	1
ESCA	Tumor	180	KLF6	non_specific	1267	0.209894	5.83	0.0	1
ESCA	Tumor	180	SP100	non_specific	989	0.195884	5.82	-0.01	1
ESCA	Tumor	180	HMG20B	non_specific	929	0.193871	5.8	-0.01	1
ESCA	Tumor	180	KLF4	non_specific	1319	0.214409	5.8	0.0	1
ESCA	Tumor	180	KDM2A	non_specific	949	0.194509	5.78	-0.01	1
ESCA	Tumor	180	SOX9	non_specific	554	0.176591	5.74	-0.046	1
ESCA	Tumor	180	KCMF1	non_specific	833	0.190475	5.72	-0.01	1
ESCA	Tumor	180	YY1	non_specific	774	0.18716	5.69	-0.014	1
ESCA	Tumor	180	NR4A1	non_specific	1273	0.210434	5.68	0.0	1
ESCA	Tumor	180	IRF3	non_specific	643	0.181067	5.64	-0.03	1
ESCA	Tumor	180	IRF1	non_specific	675	0.18266	5.62	-0.026	1
ESCA	Tumor	180	ID3	non_specific	1244	0.208098	5.62	-0.001	1
ESCA	Tumor	180	ZNF385A	non_specific	381	0.159557	5.6	-0.28	1
ESCA	Tumor	180	BPTF	non_specific	1037	0.197966	5.6	-0.01	1
ESCA	Tumor	180	ZNF146	non_specific	735	0.185164	5.56	-0.021	1
ESCA	Tumor	180	CENPB	non_specific	860	0.191782	5.56	-0.01	1
HNSC	Normal	43	SOX10	specific	4	0.059097	1.6	-2.703	0
HNSC	Normal	43	ESRRG	specific	5	0.061487	1.05	-2.68	0
HNSC	Normal	43	ZBTB16	specific	9	0.077407	1.74	-2.199	0
HNSC	Normal	43	PEG3	specific	12	0.084112	1.04	-2.002	0
HNSC	Normal	43	KLF15	specific	14	0.089978	1.43	-1.817	0
HNSC	Normal	43	NR3C2	specific	20	0.09732	1.47	-1.668	0
HNSC	Normal	43	RORC	specific	21	0.098808	3.05	-1.629	0
HNSC	Normal	43	SPDEF	specific	22	0.10046	1.85	-1.584	0
HNSC	Normal	43	LTF	specific	25	0.107627	6.6	-1.362	1
HNSC	Normal	43	PAX1	specific	29	0.113679	1.62	-1.202	0
HNSC	Normal	43	MYF6	specific	31	0.115168	2.43	-1.177	0
HNSC	Normal	43	NKX2-3	specific	32	0.116568	1.06	-1.141	0
HNSC	Normal	43	PKNOX2	specific	34	0.117844	1.25	-1.122	0
HNSC	Normal	43	PPARG	specific	37	0.120734	2.86	-1.058	0
HNSC	Normal	43	ELF5	specific	39	0.122278	2.07	-1.028	0
HNSC	Normal	43	ZNF844	specific	40	0.123077	1.62	-1.02	0
HNSC	Normal	43	YBX3	non_specific	367	0.212124	8.98	-0.025	1
HNSC	Normal	43	FOS	non_specific	207	0.191856	8.9	-0.025	1
HNSC	Normal	43	YBX1	non_specific	594	0.225728	8.54	-0.025	1
HNSC	Normal	43	JUNB	non_specific	365	0.212015	8.11	-0.025	1
HNSC	Normal	43	HOPX	non_specific	120	0.169159	8.08	-0.188	1
HNSC	Normal	43	ATF4	non_specific	469	0.219848	7.83	-0.025	1
HNSC	Normal	43	EGR1	non_specific	201	0.191067	7.61	-0.025	1
HNSC	Normal	43	ELF3	non_specific	217	0.193535	7.44	-0.025	1
HNSC	Normal	43	PITX1	non_specific	210	0.19271	7.37	-0.025	1
HNSC	Normal	43	BHLHE40	non_specific	331	0.208895	7.02	-0.025	1
HNSC	Normal	43	HMGA1	non_specific	783	0.23408	7.01	-0.025	1
HNSC	Normal	43	KLF5	non_specific	371	0.212688	6.96	-0.025	1
HNSC	Normal	43	XBP1	non_specific	356	0.211586	6.89	-0.025	1
HNSC	Normal	43	NFE2L2	non_specific	395	0.2145	6.76	-0.025	1
HNSC	Normal	43	DRAP1	non_specific	746	0.232429	6.71	-0.025	1
HNSC	Normal	43	PA2G4	non_specific	558	0.224525	6.69	-0.025	1
HNSC	Normal	43	ZNF706	non_specific	642	0.227709	6.62	-0.025	1
HNSC	Normal	43	ID1	non_specific	543	0.223785	6.62	-0.025	1
HNSC	Normal	43	MYC	non_specific	431	0.217035	6.61	-0.025	1
HNSC	Normal	43	KLF4	non_specific	250	0.198276	6.56	-0.025	1
HNSC	Normal	43	EHF	non_specific	141	0.178223	6.53	-0.064	1
HNSC	Normal	43	MAZ	non_specific	845	0.236804	6.47	-0.025	1
HNSC	Normal	43	JUN	non_specific	400	0.215328	6.45	-0.025	1
HNSC	Normal	43	NFE2L1	non_specific	681	0.229711	6.38	-0.025	1
HNSC	Normal	43	USF2	non_specific	516	0.22244	6.28	-0.025	1
HNSC	Normal	43	MBD2	non_specific	506	0.221972	6.2	-0.025	1
HNSC	Normal	43	GTF3A	non_specific	420	0.216616	6.11	-0.025	1
HNSC	Normal	43	BARX2	non_specific	88	0.154855	6.1	-0.402	1
HNSC	Normal	43	ZNF207	non_specific	549	0.224067	6.09	-0.025	1
HNSC	Normal	43	STAT3	non_specific	478	0.220245	6.05	-0.025	1
HNSC	Normal	43	KLF6	non_specific	280	0.203979	5.99	-0.025	1
HNSC	Normal	43	JUND	non_specific	405	0.215527	5.99	-0.025	1
HNSC	Normal	43	HMGN3	non_specific	460	0.219103	5.94	-0.025	1
HNSC	Normal	43	ETS2	non_specific	538	0.223404	5.94	-0.025	1
HNSC	Normal	43	STAT6	non_specific	542	0.223782	5.84	-0.025	1
HNSC	Normal	43	TSC22D1	non_specific	378	0.213148	5.81	-0.025	1
HNSC	Normal	43	RARG	non_specific	414	0.216116	5.8	-0.025	1
HNSC	Normal	43	FOSL2	non_specific	450	0.218133	5.8	-0.025	1
HNSC	Normal	43	FOSB	non_specific	133	0.175636	5.76	-0.091	1
HNSC	Normal	43	NFIX	non_specific	139	0.177606	5.7	-0.069	1
HNSC	Normal	43	IRF6	non_specific	875	0.238088	5.69	-0.025	1
HNSC	Normal	43	ZNF750	non_specific	220	0.193801	5.68	-0.025	1
HNSC	Normal	43	ZNF385A	non_specific	704	0.230826	5.65	-0.025	1
HNSC	Normal	43	TP63	non_specific	1044	0.246318	5.62	-0.025	1
HNSC	Normal	43	SON	non_specific	565	0.224996	5.59	-0.025	1
HNSC	Normal	43	NR4A1	non_specific	179	0.187702	5.56	-0.025	1
HNSC	Normal	43	TSC22D3	non_specific	449	0.218032	5.54	-0.025	1
HNSC	Normal	43	SREBF1	non_specific	707	0.230894	5.53	-0.025	1
HNSC	Normal	43	SREBF2	non_specific	508	0.222005	5.5	-0.025	1
HNSC	Normal	43	THAP4	non_specific	411	0.21597	5.5	-0.025	1
HNSC	Normal	43	HES1	non_specific	392	0.214375	5.49	-0.025	1
HNSC	Normal	43	HIF1A	non_specific	950	0.24128	5.49	-0.025	1
HNSC	Normal	43	KLF10	non_specific	410	0.215965	5.45	-0.025	1
HNSC	Normal	43	ZBTB7B	non_specific	307	0.206708	5.44	-0.025	1
HNSC	Normal	43	CAMTA1	non_specific	580	0.225309	5.43	-0.025	1
HNSC	Normal	43	ESRRA	non_specific	369	0.212413	5.43	-0.025	1
HNSC	Normal	43	HSF1	non_specific	874	0.23808	5.41	-0.025	1
HNSC	Normal	43	PLSCR1	non_specific	958	0.24161	5.4	-0.025	1
HNSC	Normal	43	GTF2I	non_specific	486	0.220678	5.38	-0.025	1
HNSC	Normal	43	RELA	non_specific	615	0.226385	5.36	-0.025	1
HNSC	Normal	43	TFDP1	non_specific	731	0.231919	5.36	-0.025	1
HNSC	Normal	43	NR1H2	non_specific	559	0.224648	5.36	-0.025	1
HNSC	Normal	43	MAX	non_specific	533	0.223236	5.32	-0.025	1
HNSC	Normal	43	STAT1	non_specific	1161	0.254543	5.32	-0.015	1
HNSC	Normal	43	NFIC	non_specific	243	0.197238	5.3	-0.025	1
HNSC	Normal	43	PIN1	non_specific	653	0.228395	5.29	-0.025	1
HNSC	Normal	43	EPAS1	non_specific	628	0.226989	5.28	-0.025	1
HNSC	Normal	43	GPBP1L1	non_specific	597	0.225812	5.26	-0.025	1
HNSC	Normal	43	GRHL1	non_specific	192	0.189985	5.26	-0.025	1
HNSC	Normal	43	ATF6B	non_specific	684	0.229778	5.25	-0.025	1
HNSC	Normal	43	ATF3	non_specific	315	0.207297	5.22	-0.025	1
HNSC	Normal	43	TGIF1	non_specific	936	0.240539	5.21	-0.025	1
HNSC	Normal	43	CENPB	non_specific	617	0.226455	5.2	-0.025	1
HNSC	Normal	43	RBCK1	non_specific	885	0.238601	5.17	-0.025	1
HNSC	Normal	43	CUX1	non_specific	619	0.226482	5.17	-0.025	1
HNSC	Normal	43	RXRA	non_specific	545	0.223874	5.15	-0.025	1
HNSC	Normal	43	SLC2A4RG	non_specific	784	0.234176	5.14	-0.025	1
HNSC	Normal	43	HBP1	non_specific	375	0.213013	5.14	-0.025	1
HNSC	Normal	43	KCMF1	non_specific	609	0.226323	5.12	-0.025	1
HNSC	Normal	43	BCLAF1	non_specific	487	0.220681	5.09	-0.025	1
HNSC	Normal	43	SAFB	non_specific	726	0.231851	5.08	-0.025	1
HNSC	Normal	43	MBD3	non_specific	655	0.228456	5.05	-0.025	1
HNSC	Tumor	514	HOXD13	specific	36	0.022767	1.42	-7.658	0
HNSC	Tumor	514	HOXC11	specific	49	0.02866	1.11	-7.234	0
HNSC	Tumor	514	HOXC6	specific	68	0.03605	1.31	-6.706	0
HNSC	Tumor	514	HOXC9	specific	71	0.036347	1.6	-6.696	0
HNSC	Tumor	514	HOXD11	specific	72	0.03657	2.84	-6.683	0
HNSC	Tumor	514	ZNF114	specific	75	0.038242	1.6	-6.553	0
HNSC	Tumor	514	HOXC10	specific	85	0.04219	2.17	-6.264	0
HNSC	Tumor	514	ZIC2	specific	90	0.044582	1.88	-6.085	0
HNSC	Tumor	514	DLX6	specific	95	0.047265	1.09	-5.884	0
HNSC	Tumor	514	HOXD10	specific	100	0.050584	2.84	-5.633	0
HNSC	Tumor	514	HMGA2	specific	101	0.050654	2.83	-5.632	0
HNSC	Tumor	514	HOXA10	specific	109	0.053404	2.31	-5.443	0
HNSC	Tumor	514	EN1	specific	114	0.055719	1.68	-5.279	0
HNSC	Tumor	514	DPF1	specific	130	0.063418	1.64	-4.747	0
HNSC	Tumor	514	HOXB7	specific	137	0.06556	3.01	-4.609	0
HNSC	Tumor	514	HOXC4	specific	139	0.066778	1.28	-4.526	0
HNSC	Tumor	514	SHOX2	specific	148	0.071527	1.56	-4.213	0
HNSC	Tumor	514	LHX2	specific	157	0.074898	1.39	-4.004	0
HNSC	Tumor	514	ZNF469	specific	161	0.076478	1.3	-3.907	0
HNSC	Tumor	514	HOXC13	specific	164	0.078718	2.3	-3.764	0
HNSC	Tumor	514	FOXS1	specific	186	0.09086	1.35	-3.045	0
HNSC	Tumor	514	DLX1	specific	188	0.093709	1.32	-2.88	0
HNSC	Tumor	514	ZNF695	specific	189	0.093741	1.0	-2.88	0
HNSC	Tumor	514	GFI1	specific	190	0.093993	1.15	-2.867	0
HNSC	Tumor	514	RCOR2	specific	201	0.098277	1.25	-2.644	0
HNSC	Tumor	514	PAX6	specific	202	0.100024	1.31	-2.548	0
HNSC	Tumor	514	E2F7	specific	203	0.100254	2.07	-2.537	0
HNSC	Tumor	514	HOXD9	specific	206	0.103877	2.06	-2.345	0
HNSC	Tumor	514	FOXD1	specific	207	0.104285	2.63	-2.325	0
HNSC	Tumor	514	TFAP2E	specific	210	0.105647	1.18	-2.258	0
HNSC	Tumor	514	FOXC2	specific	211	0.105728	1.37	-2.256	0
HNSC	Tumor	514	TBX18	specific	213	0.107551	1.52	-2.164	0
HNSC	Tumor	514	PBX4	specific	216	0.109321	1.45	-2.079	0
HNSC	Tumor	514	HOXA9	specific	217	0.109751	1.14	-2.059	0
HNSC	Tumor	514	GLI1	specific	221	0.111701	1.43	-1.969	0
HNSC	Tumor	514	MYBL1	specific	222	0.112149	1.13	-1.948	0
HNSC	Tumor	514	POU5F1	specific	225	0.11422	1.17	-1.852	0
HNSC	Tumor	514	FOXF2	specific	233	0.118185	2.31	-1.678	0
HNSC	Tumor	514	HOXA7	specific	234	0.118398	1.94	-1.67	0
HNSC	Tumor	514	HOXA1	specific	236	0.118768	1.82	-1.656	0
HNSC	Tumor	514	TOX2	specific	240	0.119821	2.75	-1.615	0
HNSC	Tumor	514	HOXD8	specific	244	0.121967	2.16	-1.525	0
HNSC	Tumor	514	TFEC	specific	246	0.12387	1.05	-1.444	0
HNSC	Tumor	514	HEYL	specific	249	0.12584	1.99	-1.363	0
HNSC	Tumor	514	FOXP3	specific	250	0.126102	2.22	-1.354	0
HNSC	Tumor	514	PLAG1	specific	252	0.127457	1.02	-1.3	0
HNSC	Tumor	514	SP140	specific	255	0.129392	1.79	-1.224	0
HNSC	Tumor	514	E2F1	specific	256	0.129574	3.39	-1.218	0
HNSC	Tumor	514	ZNF697	specific	257	0.130451	1.47	-1.184	0
HNSC	Tumor	514	CENPA	specific	260	0.131275	3.88	-1.156	0
HNSC	Tumor	514	ZIC1	specific	261	0.132479	1.1	-1.109	0
HNSC	Tumor	514	STAT4	specific	270	0.134405	1.43	-1.049	0
HNSC	Tumor	514	TBX2	specific	274	0.135064	1.92	-1.029	0
HNSC	Tumor	514	YBX1	non_specific	1061	0.20601	9.18	-0.01	1
HNSC	Tumor	514	YBX3	non_specific	1288	0.219428	8.74	0.0	1
HNSC	Tumor	514	ATF4	non_specific	1186	0.211711	8.06	-0.006	1
HNSC	Tumor	514	HMGA1	non_specific	872	0.198155	7.99	-0.01	1
