cancer	group	group_size	tf	rank	category	cacts_score	group_expr_log2tpm
PRAD	PRAD.3-ETV4	14	ETV4	1	specific	0.275214	12.35
PRAD	PRAD.3-ETV4	14	SOX9	2	non_specific	0.413027	11.87
PRAD	PRAD.3-ETV4	14	GATA2	3	non_specific	0.415065	12.29
PRAD	PRAD.3-ETV4	14	SOX4	4	non_specific	0.415263	11.75
PRAD	PRAD.3-ETV4	14	ZNF217	5	non_specific	0.418215	11.58
PRAD	PRAD.3-ETV4	14	GRHL2	6	non_specific	0.418379	12.16
PRAD	PRAD.3-ETV4	14	ELF3	7	non_specific	0.418994	11.54
PRAD	PRAD.3-ETV4	14	FOXP4	8	non_specific	0.419363	11.48
PRAD	PRAD.3-ETV4	14	MYC	9	non_specific	0.419909	11.37
PRAD	PRAD.3-ETV4	14	NFIB	10	non_specific	0.420008	11.64
PRAD	PRAD.3-ETV4	14	KDM5B	11	non_specific	0.420049	11.19
PRAD	PRAD.3-ETV4	14	HIF1A	12	non_specific	0.420119	11.6
PRAD	PRAD.3-ETV4	14	ASH1L	13	non_specific	0.42017	11.16
PRAD	PRAD.3-ETV4	14	PBX1	14	non_specific	0.420361	11.19
PRAD	PRAD.3-ETV4	14	GTF2I	15	non_specific	0.420463	11.39
PRAD	PRAD.3-ETV4	14	SRCAP	16	non_specific	0.420568	11.87
PRAD	PRAD.3-ETV4	14	ZNF146	17	non_specific	0.420643	11.3
PRAD	PRAD.3-ETV4	14	PA2G4	18	non_specific	0.420723	11.68
PRAD	PRAD.3-ETV4	14	ZNF664	19	non_specific	0.420748	12.35
PRAD	PRAD.3-ETV4	14	AEBP1	20	non_specific	0.420889	12.27
PRAD	PRAD.5-SPOP	37	AFF3	1	non_specific	0.403833	11.38
PRAD	PRAD.5-SPOP	37	HMG20B	2	non_specific	0.414294	12.65
PRAD	PRAD.5-SPOP	37	ZNF652	3	non_specific	0.415173	11.71
PRAD	PRAD.5-SPOP	37	SIM2	4	non_specific	0.415665	11.04
PRAD	PRAD.5-SPOP	37	TSC22D3	5	non_specific	0.417032	12.58
PRAD	PRAD.5-SPOP	37	SLC2A4RG	6	non_specific	0.417076	11.31
PRAD	PRAD.5-SPOP	37	XBP1	7	non_specific	0.417599	14.18
PRAD	PRAD.5-SPOP	37	SPDEF	8	non_specific	0.417658	14.12
PRAD	PRAD.5-SPOP	37	TBX3	9	non_specific	0.417708	12.9
PRAD	PRAD.5-SPOP	37	ZBTB7B	10	non_specific	0.418172	11.67
PRAD	PRAD.5-SPOP	37	CREB3L4	11	non_specific	0.418676	12.81
PRAD	PRAD.5-SPOP	37	TSC22D4	12	non_specific	0.41871	11.11
PRAD	PRAD.5-SPOP	37	MBD3	13	non_specific	0.418859	11.39
PRAD	PRAD.5-SPOP	37	SREBF1	14	non_specific	0.419531	12.19
PRAD	PRAD.5-SPOP	37	CREB3L2	15	non_specific	0.419554	11.63
PRAD	PRAD.5-SPOP	37	REPIN1	16	non_specific	0.419594	11.83
PRAD	PRAD.5-SPOP	37	CUX1	17	non_specific	0.419766	11.49
PRAD	PRAD.5-SPOP	37	RBCK1	18	non_specific	0.419922	11.21
PRAD	PRAD.5-SPOP	37	UBTF	19	non_specific	0.420015	11.92
PRAD	PRAD.5-SPOP	37	JUND	20	non_specific	0.420121	11.88
PRAD	PRAD.8-other	86	AFF3	1	non_specific	0.40485	11.32
PRAD	PRAD.8-other	86	EGR1	2	non_specific	0.416655	12.84
PRAD	PRAD.8-other	86	FOS	3	non_specific	0.416958	13.14
PRAD	PRAD.8-other	86	ZNF532	4	non_specific	0.417862	11.35
PRAD	PRAD.8-other	86	TSC22D3	5	non_specific	0.418482	12.48
PRAD	PRAD.8-other	86	JUN	6	non_specific	0.41923	13.12
PRAD	PRAD.8-other	86	ZNF652	7	non_specific	0.419697	11.42
PRAD	PRAD.8-other	86	EPAS1	8	non_specific	0.419737	11.8
PRAD	PRAD.8-other	86	KLF9	9	non_specific	0.419767	11.32
PRAD	PRAD.8-other	86	ZNF761	10	non_specific	0.419957	11.59
PRAD	PRAD.8-other	86	NR4A1	11	non_specific	0.419969	12.87
PRAD	PRAD.8-other	86	HMG20B	12	non_specific	0.420592	12.22
PRAD	PRAD.8-other	86	SMAD4	13	non_specific	0.420674	11.3
PRAD	PRAD.8-other	86	SPDEF	14	non_specific	0.420927	13.87
PRAD	PRAD.8-other	86	XBP1	15	non_specific	0.420937	13.92
PRAD	PRAD.8-other	86	JUND	16	non_specific	0.42094	11.82
PRAD	PRAD.8-other	86	JUNB	17	non_specific	0.420943	12.24
PRAD	PRAD.8-other	86	BHLHE40	18	non_specific	0.421142	11.37
PRAD	PRAD.8-other	86	ZBTB4	19	non_specific	0.421176	11.54
PRAD	PRAD.8-other	86	KLF3	20	non_specific	0.421246	11.12
SKCM	SKCM.-	11	IRF4	1	non_specific	0.369998	11.95
SKCM	SKCM.-	11	TBX2	2	non_specific	0.370019	11.18
SKCM	SKCM.-	11	SNAI2	3	non_specific	0.372719	10.89
SKCM	SKCM.-	11	TEAD1	4	non_specific	0.372911	11.66
SKCM	SKCM.-	11	MITF	5	non_specific	0.373624	12.73
SKCM	SKCM.-	11	GTF2I	6	non_specific	0.373651	11.52
SKCM	SKCM.-	11	HIF1A	7	non_specific	0.37402	11.13
SKCM	SKCM.-	11	CREB3L2	8	non_specific	0.374289	11.7
SKCM	SKCM.-	11	NFIX	9	non_specific	0.374434	11.04
SKCM	SKCM.-	11	SOX4	10	non_specific	0.37485	11.15
SKCM	SKCM.-	11	PAX3	11	non_specific	0.375078	10.98
SKCM	SKCM.-	11	NFE2L2	12	non_specific	0.375467	11.54
SKCM	SKCM.-	11	ARID1A	13	non_specific	0.375937	11.39
SKCM	SKCM.-	11	AEBP1	14	non_specific	0.376097	14.97
SKCM	SKCM.-	11	MYC	15	non_specific	0.376145	11.97
SKCM	SKCM.-	11	ETS1	16	non_specific	0.376376	12.08
SKCM	SKCM.-	11	ZEB2	17	non_specific	0.376451	11.44
SKCM	SKCM.-	11	ZFP91	18	non_specific	0.376529	11.08
SKCM	SKCM.-	11	TFAP2A	19	non_specific	0.377253	12.83
SKCM	SKCM.-	11	STAT1	20	non_specific	0.377341	12.5
SKCM	SKCM.BRAF_Hotspot_Mutants	32	LEF1	1	non_specific	0.367314	11.28
SKCM	SKCM.BRAF_Hotspot_Mutants	32	ETV4	2	non_specific	0.370511	11.03
SKCM	SKCM.BRAF_Hotspot_Mutants	32	AEBP1	3	non_specific	0.372312	15.25
SKCM	SKCM.BRAF_Hotspot_Mutants	32	ARNT2	4	non_specific	0.373955	11.62
SKCM	SKCM.BRAF_Hotspot_Mutants	32	SGSM2	5	non_specific	0.374742	10.95
SKCM	SKCM.BRAF_Hotspot_Mutants	32	TSC22D1	6	non_specific	0.375025	12.11
SKCM	SKCM.BRAF_Hotspot_Mutants	32	BHLHE40	7	non_specific	0.37587	12.22
SKCM	SKCM.BRAF_Hotspot_Mutants	32	ETV5	8	non_specific	0.376007	12.61
SKCM	SKCM.BRAF_Hotspot_Mutants	32	STAT5A	9	non_specific	0.376193	10.97
SKCM	SKCM.BRAF_Hotspot_Mutants	32	CGGBP1	10	non_specific	0.376859	10.97
SKCM	SKCM.BRAF_Hotspot_Mutants	32	HIF1A	11	non_specific	0.377316	10.95
SKCM	SKCM.BRAF_Hotspot_Mutants	32	SOX13	12	non_specific	0.377357	11.44
SKCM	SKCM.BRAF_Hotspot_Mutants	32	BCLAF1	13	non_specific	0.377417	11.01
SKCM	SKCM.BRAF_Hotspot_Mutants	32	STAT1	14	non_specific	0.377595	12.48
SKCM	SKCM.BRAF_Hotspot_Mutants	32	HMG20B	15	non_specific	0.377702	12.26
SKCM	SKCM.BRAF_Hotspot_Mutants	32	STAT3	16	non_specific	0.377704	12.1
SKCM	SKCM.BRAF_Hotspot_Mutants	32	ZBTB4	17	non_specific	0.377785	10.92
SKCM	SKCM.BRAF_Hotspot_Mutants	32	STAT2	18	non_specific	0.377982	11.95
SKCM	SKCM.BRAF_Hotspot_Mutants	32	MITF	19	non_specific	0.377985	12.46
SKCM	SKCM.BRAF_Hotspot_Mutants	32	NFE2L2	20	non_specific	0.378004	11.39
SKCM	SKCM.RAS_Hotspot_Mutants	11	RUNX3	1	non_specific	0.370591	11.34
SKCM	SKCM.RAS_Hotspot_Mutants	11	KLF13	2	non_specific	0.372827	11.27
SKCM	SKCM.RAS_Hotspot_Mutants	11	RBCK1	3	non_specific	0.373141	11.49
SKCM	SKCM.RAS_Hotspot_Mutants	11	ETV4	4	non_specific	0.373478	10.87
SKCM	SKCM.RAS_Hotspot_Mutants	11	MLXIP	5	non_specific	0.373928	11.06
SKCM	SKCM.RAS_Hotspot_Mutants	11	MEF2D	6	non_specific	0.374218	11.54
SKCM	SKCM.RAS_Hotspot_Mutants	11	ARNT2	7	non_specific	0.374297	11.6
SKCM	SKCM.RAS_Hotspot_Mutants	11	ZNF358	8	non_specific	0.37435	10.86
SKCM	SKCM.RAS_Hotspot_Mutants	11	JUND	9	non_specific	0.374632	11.15
SKCM	SKCM.RAS_Hotspot_Mutants	11	CENPB	10	non_specific	0.37476	11.96
SKCM	SKCM.RAS_Hotspot_Mutants	11	HSF1	11	non_specific	0.374975	11.85
SKCM	SKCM.RAS_Hotspot_Mutants	11	TGIF1	12	non_specific	0.375033	10.87
SKCM	SKCM.RAS_Hotspot_Mutants	11	SOX13	13	non_specific	0.375266	11.55
SKCM	SKCM.RAS_Hotspot_Mutants	11	ZBED1	14	non_specific	0.375728	10.87
SKCM	SKCM.RAS_Hotspot_Mutants	11	FOXK2	15	non_specific	0.376242	11.2
SKCM	SKCM.RAS_Hotspot_Mutants	11	GTF3A	16	non_specific	0.37673	11.38
SKCM	SKCM.RAS_Hotspot_Mutants	11	MAZ	17	non_specific	0.376988	12.72
SKCM	SKCM.RAS_Hotspot_Mutants	11	ZNF362	18	non_specific	0.377302	10.88
SKCM	SKCM.RAS_Hotspot_Mutants	11	DRAP1	19	non_specific	0.377528	10.87
SKCM	SKCM.RAS_Hotspot_Mutants	11	USF2	20	non_specific	0.377682	12.0
SKCM	SKCM.Triple_WT	10	JUN	1	non_specific	0.365352	11.5
SKCM	SKCM.Triple_WT	10	SOX4	2	non_specific	0.37061	11.38
SKCM	SKCM.Triple_WT	10	PAX3	3	non_specific	0.373181	11.09
SKCM	SKCM.Triple_WT	10	TFAP2A	4	non_specific	0.373326	13.08
SKCM	SKCM.Triple_WT	10	WIZ	5	non_specific	0.373701	11.1
SKCM	SKCM.Triple_WT	10	ETS1	6	non_specific	0.373847	12.23
SKCM	SKCM.Triple_WT	10	NR4A1	7	non_specific	0.374386	11.41
SKCM	SKCM.Triple_WT	10	TP53	8	non_specific	0.374431	11.0
SKCM	SKCM.Triple_WT	10	HSF1	9	non_specific	0.374534	11.87
SKCM	SKCM.Triple_WT	10	KLF6	10	non_specific	0.374655	11.73
SKCM	SKCM.Triple_WT	10	SPEN	11	non_specific	0.375046	11.18
SKCM	SKCM.Triple_WT	10	DNMT1	12	non_specific	0.375189	11.51
SKCM	SKCM.Triple_WT	10	MBD3	13	non_specific	0.375444	11.69
SKCM	SKCM.Triple_WT	10	ATF4	14	non_specific	0.375519	13.03
SKCM	SKCM.Triple_WT	10	RXRA	15	non_specific	0.376089	11.08
SKCM	SKCM.Triple_WT	10	ADNP	16	non_specific	0.376377	11.39
SKCM	SKCM.Triple_WT	10	EPAS1	17	non_specific	0.376424	11.41
SKCM	SKCM.Triple_WT	10	YBX1	18	non_specific	0.376713	13.71
SKCM	SKCM.Triple_WT	10	NR1H2	19	non_specific	0.376796	11.42
SKCM	SKCM.Triple_WT	10	HMGA1	20	non_specific	0.376825	12.95
STAD	GI.CIN	223	HNF4A	1	non_specific	0.369854	10.95
STAD	GI.CIN	223	FOXP4	2	non_specific	0.371375	11.54
STAD	GI.CIN	223	CENPB	3	non_specific	0.375915	11.15
STAD	GI.CIN	223	ELF3	4	non_specific	0.376164	13.18
STAD	GI.CIN	223	GTF3A	5	non_specific	0.376531	11.4
STAD	GI.CIN	223	SOX9	6	non_specific	0.376621	11.86
STAD	GI.CIN	223	NR4A1	7	non_specific	0.377346	10.88
STAD	GI.CIN	223	ADNP	8	non_specific	0.377365	11.53
STAD	GI.CIN	223	SP3	9	non_specific	0.377733	11.09
STAD	GI.CIN	223	ATF6B	10	non_specific	0.377831	11.04
STAD	GI.CIN	223	PURB	11	non_specific	0.377896	11.09
STAD	GI.CIN	223	ZNF706	12	non_specific	0.378094	11.03
STAD	GI.CIN	223	ELF1	13	non_specific	0.378117	11.13
STAD	GI.CIN	223	TSC22D1	14	non_specific	0.378422	12.09
STAD	GI.CIN	223	SOX4	15	non_specific	0.378429	11.54
STAD	GI.CIN	223	RERE	16	non_specific	0.37852	11.4
STAD	GI.CIN	223	JUND	17	non_specific	0.378667	10.93
STAD	GI.CIN	223	HMGA1	18	non_specific	0.378676	12.4
STAD	GI.CIN	223	KDM2A	19	non_specific	0.378704	11.59
STAD	GI.CIN	223	EPAS1	20	non_specific	0.378753	11.96
STAD	GI.EBV	30	FOXQ1	1	specific	0.359542	11.01
STAD	GI.EBV	30	IRF1	2	non_specific	0.365684	12.02
STAD	GI.EBV	30	STAT1	3	non_specific	0.367012	13.95
STAD	GI.EBV	30	TP53	4	non_specific	0.371345	11.21
STAD	GI.EBV	30	NCOA3	5	non_specific	0.371966	11.19
STAD	GI.EBV	30	ZNF217	6	non_specific	0.372451	11.01
STAD	GI.EBV	30	DNMT1	7	non_specific	0.372534	11.43
STAD	GI.EBV	30	SOX9	8	non_specific	0.373683	12.04
STAD	GI.EBV	30	SOX4	9	non_specific	0.373736	11.81
STAD	GI.EBV	30	RUNX1	10	non_specific	0.373895	11.34
STAD	GI.EBV	30	STAT2	11	non_specific	0.374123	11.51
STAD	GI.EBV	30	EHF	12	non_specific	0.374287	11.34
STAD	GI.EBV	30	RBCK1	13	non_specific	0.374309	11.31
STAD	GI.EBV	30	TCF20	14	non_specific	0.374338	11.07
STAD	GI.EBV	30	PLSCR1	15	non_specific	0.375153	11.26
STAD	GI.EBV	30	MECOM	16	non_specific	0.375444	11.4
STAD	GI.EBV	30	ETS1	17	non_specific	0.375501	11.7
STAD	GI.EBV	30	MAZ	18	non_specific	0.375554	12.07
STAD	GI.EBV	30	TFDP1	19	non_specific	0.376061	11.65
STAD	GI.EBV	30	XBP1	20	non_specific	0.376292	12.49
STAD	GI.GS	50	KLF9	1	non_specific	0.360281	11.15
STAD	GI.GS	50	FOXN3	2	non_specific	0.365562	11.46
STAD	GI.GS	50	AEBP1	3	non_specific	0.366301	13.1
STAD	GI.GS	50	TSC22D3	4	non_specific	0.366521	11.48
STAD	GI.GS	50	NR2F2	5	non_specific	0.367687	11.22
STAD	GI.GS	50	ZBTB4	6	non_specific	0.367724	11.24
STAD	GI.GS	50	NFIB	7	non_specific	0.368775	11.29
STAD	GI.GS	50	NFIX	8	non_specific	0.369475	11.48
STAD	GI.GS	50	STAT5B	9	non_specific	0.370203	11.19
STAD	GI.GS	50	EPAS1	10	non_specific	0.370618	12.45
STAD	GI.GS	50	EGR1	11	non_specific	0.370826	12.25
STAD	GI.GS	50	SRF	12	non_specific	0.37205	11.11
STAD	GI.GS	50	ARID5B	13	non_specific	0.372202	11.08
STAD	GI.GS	50	KLF10	14	non_specific	0.372602	11.26
STAD	GI.GS	50	FOXP1	15	non_specific	0.372682	11.23
STAD	GI.GS	50	MLXIP	16	non_specific	0.372708	11.11
STAD	GI.GS	50	CREB3L2	17	non_specific	0.372867	11.19
STAD	GI.GS	50	ETS1	18	non_specific	0.372956	11.85
STAD	GI.GS	50	ZBTB38	19	non_specific	0.373619	11.37
STAD	GI.GS	50	SKI	20	non_specific	0.374078	11.23
STAD	GI.HM-indel	73	SREBF1	1	non_specific	0.367512	11.85
STAD	GI.HM-indel	73	CREB3L1	2	non_specific	0.367822	11.9
STAD	GI.HM-indel	73	EHF	3	non_specific	0.368529	11.67
STAD	GI.HM-indel	73	KLF5	4	non_specific	0.370633	13.14
STAD	GI.HM-indel	73	HNF4A	5	non_specific	0.371043	10.89
STAD	GI.HM-indel	73	NFE2L3	6	non_specific	0.371099	11.01
STAD	GI.HM-indel	73	MYC	7	non_specific	0.372797	11.65
STAD	GI.HM-indel	73	KLF3	8	non_specific	0.373292	11.89
STAD	GI.HM-indel	73	HMGA1	9	non_specific	0.374045	12.69
STAD	GI.HM-indel	73	IRF1	10	non_specific	0.374747	11.5
STAD	GI.HM-indel	73	ELF3	11	non_specific	0.375229	13.24
STAD	GI.HM-indel	73	TFDP1	12	non_specific	0.375475	11.69
STAD	GI.HM-indel	73	WHSC1	13	non_specific	0.375495	11.32
STAD	GI.HM-indel	73	BHLHE40	14	non_specific	0.375527	12.26
STAD	GI.HM-indel	73	PA2G4	15	non_specific	0.376264	12.1
STAD	GI.HM-indel	73	TP53	16	non_specific	0.376275	10.95
STAD	GI.HM-indel	73	SOX9	17	non_specific	0.377319	11.82
STAD	GI.HM-indel	73	SP100	18	non_specific	0.377498	11.25
STAD	GI.HM-indel	73	NME2	19	non_specific	0.37765	13.27
STAD	GI.HM-indel	73	STAT1	20	non_specific	0.377659	13.24
THCA	THCA.1	133	ID3	1	non_specific	0.40872	12.02
THCA	THCA.1	133	HES1	2	non_specific	0.410039	11.71
THCA	THCA.1	133	ID1	3	non_specific	0.410127	11.99
THCA	THCA.1	133	PBX3	4	non_specific	0.411052	11.91
THCA	THCA.1	133	HHEX	5	non_specific	0.414299	11.85
THCA	THCA.1	133	NFIA	6	non_specific	0.414382	11.31
THCA	THCA.1	133	FOXE1	7	non_specific	0.414831	12.87
THCA	THCA.1	133	FOSB	8	non_specific	0.415165	11.44
THCA	THCA.1	133	ZNF664	9	non_specific	0.415265	12.45
THCA	THCA.1	133	PAX8	10	non_specific	0.415871	14.49
THCA	THCA.1	133	FOS	11	non_specific	0.416993	13.54
THCA	THCA.1	133	NR4A1	12	non_specific	0.417484	11.68
THCA	THCA.1	133	REPIN1	13	non_specific	0.41818	11.12
THCA	THCA.1	133	EPAS1	14	non_specific	0.418532	12.83
THCA	THCA.1	133	TBX3	15	non_specific	0.41871	12.3
THCA	THCA.1	133	CUX1	16	non_specific	0.418878	11.59
THCA	THCA.1	133	MAZ	17	non_specific	0.418965	11.77
THCA	THCA.1	133	JUN	18	non_specific	0.419375	12.97
THCA	THCA.1	133	RXRA	19	non_specific	0.419536	11.37
THCA	THCA.1	133	ZSCAN18	20	non_specific	0.419572	11.69
THCA	THCA.2	67	FOSB	1	non_specific	0.409424	11.8
THCA	THCA.2	67	FOS	2	non_specific	0.414123	13.75
THCA	THCA.2	67	STAT1	3	non_specific	0.414482	12.8
THCA	THCA.2	67	AEBP1	4	non_specific	0.415003	11.64
THCA	THCA.2	67	EGR1	5	non_specific	0.415869	13.83
THCA	THCA.2	67	ETS1	6	non_specific	0.416546	11.74
THCA	THCA.2	67	TSC22D1	7	non_specific	0.416664	14.28
THCA	THCA.2	67	JUN	8	non_specific	0.416798	13.15
THCA	THCA.2	67	KLF6	9	non_specific	0.416824	12.32
THCA	THCA.2	67	TSC22D3	10	non_specific	0.417175	12.19
THCA	THCA.2	67	NR4A1	11	non_specific	0.417182	11.7
THCA	THCA.2	67	XBP1	12	non_specific	0.418329	12.06
THCA	THCA.2	67	PRDM1	13	non_specific	0.41896	11.15
THCA	THCA.2	67	AHR	14	non_specific	0.419323	11.54
THCA	THCA.2	67	ZBED2	15	non_specific	0.419389	11.6
THCA	THCA.2	67	NFIX	16	non_specific	0.419592	11.38
THCA	THCA.2	67	PBX1	17	non_specific	0.420465	11.68
THCA	THCA.2	67	HIF1A	18	non_specific	0.420685	12.22
THCA	THCA.2	67	EPAS1	19	non_specific	0.420877	12.67
THCA	THCA.2	67	KDM2A	20	non_specific	0.420899	11.58
THCA	THCA.3	82	KLF5	1	non_specific	0.412435	11.4
THCA	THCA.3	82	AHR	2	non_specific	0.413686	11.9
THCA	THCA.3	82	BHLHE40	3	non_specific	0.415188	13.1
THCA	THCA.3	82	HMGA1	4	non_specific	0.415649	11.35
THCA	THCA.3	82	ZBED2	5	non_specific	0.415716	11.84
THCA	THCA.3	82	BHLHE41	6	non_specific	0.415816	12.99
THCA	THCA.3	82	KLF6	7	non_specific	0.416891	12.32
THCA	THCA.3	82	SOX4	8	non_specific	0.416917	11.8
THCA	THCA.3	82	KLF13	9	non_specific	0.417595	11.69
THCA	THCA.3	82	NR1D2	10	non_specific	0.417863	11.28
THCA	THCA.3	82	GTF2I	11	non_specific	0.418013	11.86
THCA	THCA.3	82	HOPX	12	non_specific	0.418049	12.46
THCA	THCA.3	82	TEAD1	13	non_specific	0.418821	11.49
THCA	THCA.3	82	HIF1A	14	non_specific	0.4196	12.29
THCA	THCA.3	82	CREB3L2	15	non_specific	0.419707	12.42
THCA	THCA.3	82	ADNP	16	non_specific	0.419736	11.17
THCA	THCA.3	82	NFAT5	17	non_specific	0.419739	11.34
THCA	THCA.3	82	STAT1	18	non_specific	0.419826	12.43
THCA	THCA.3	82	SREBF1	19	non_specific	0.419949	11.62
THCA	THCA.3	82	ZNF770	20	non_specific	0.420073	11.13
THCA	THCA.4	106	ELF3	1	non_specific	0.402147	11.04
THCA	THCA.4	106	AEBP1	2	non_specific	0.408998	12.02
THCA	THCA.4	106	STAT1	3	non_specific	0.411961	12.97
THCA	THCA.4	106	BHLHE40	4	non_specific	0.413144	13.25
THCA	THCA.4	106	HMGA1	5	non_specific	0.413206	11.5
THCA	THCA.4	106	SOX4	6	non_specific	0.414042	11.99
THCA	THCA.4	106	AHR	7	non_specific	0.415422	11.79
THCA	THCA.4	106	HOPX	8	non_specific	0.416164	12.58
THCA	THCA.4	106	HIF1A	9	non_specific	0.417741	12.42
THCA	THCA.4	106	STAT2	10	non_specific	0.418003	11.09
THCA	THCA.4	106	TEAD1	11	non_specific	0.418292	11.52
THCA	THCA.4	106	SREBF1	12	non_specific	0.419028	11.68
THCA	THCA.4	106	NME2	13	non_specific	0.41904	12.6
THCA	THCA.4	106	SREBF2	14	non_specific	0.419206	11.41
THCA	THCA.4	106	RELA	15	non_specific	0.42024	11.01
THCA	THCA.4	106	BHLHE41	16	non_specific	0.420518	12.66
THCA	THCA.4	106	GATAD2A	17	non_specific	0.420632	10.98
THCA	THCA.4	106	CENPB	18	non_specific	0.421012	11.35
THCA	THCA.4	106	STAT6	19	non_specific	0.421039	12.16
THCA	THCA.4	106	STAT3	20	non_specific	0.421087	12.26
THCA	THCA.5	92	RXRG	1	non_specific	0.396943	11.49
THCA	THCA.5	92	TSC22D1	2	non_specific	0.406308	15.1
THCA	THCA.5	92	PRDM1	3	non_specific	0.414745	11.41
THCA	THCA.5	92	ZBED2	4	non_specific	0.415952	11.82
THCA	THCA.5	92	FOXP4	5	non_specific	0.416411	12.16
THCA	THCA.5	92	NR4A1	6	non_specific	0.416779	11.73
THCA	THCA.5	92	BHLHE41	7	non_specific	0.417009	12.91
THCA	THCA.5	92	NFIX	8	non_specific	0.417495	11.51
THCA	THCA.5	92	FOSB	9	non_specific	0.417589	11.29
THCA	THCA.5	92	ID2	10	non_specific	0.418115	12.41
THCA	THCA.5	92	PBX1	11	non_specific	0.4182	11.83
THCA	THCA.5	92	SOX4	12	non_specific	0.418398	11.71
THCA	THCA.5	92	AEBP1	13	non_specific	0.418506	11.42
THCA	THCA.5	92	TEF	14	non_specific	0.418517	11.16
THCA	THCA.5	92	MXD4	15	non_specific	0.418775	11.47
THCA	THCA.5	92	HMGA1	16	non_specific	0.418844	11.15
THCA	THCA.5	92	RERE	17	non_specific	0.418972	12.13
THCA	THCA.5	92	JUND	18	non_specific	0.419045	12.2
THCA	THCA.5	92	SREBF1	19	non_specific	0.419111	11.68
THCA	THCA.5	92	JUNB	20	non_specific	0.419219	12.72
UCEC	UCEC.CN_HIGH	160	MYBL2	1	non_specific	0.367474	11.28
UCEC	UCEC.CN_HIGH	160	NR2F6	2	non_specific	0.367593	11.91
UCEC	UCEC.CN_HIGH	160	HMGA1	3	non_specific	0.369905	13.15
UCEC	UCEC.CN_HIGH	160	STAT1	4	non_specific	0.370083	12.52
UCEC	UCEC.CN_HIGH	160	PAX8	5	non_specific	0.370874	12.93
UCEC	UCEC.CN_HIGH	160	FOXP4	6	non_specific	0.371392	11.83
UCEC	UCEC.CN_HIGH	160	PBX2	7	non_specific	0.371581	11.03
UCEC	UCEC.CN_HIGH	160	ATF5	8	non_specific	0.372691	11.08
UCEC	UCEC.CN_HIGH	160	SLC2A4RG	9	non_specific	0.374187	11.1
UCEC	UCEC.CN_HIGH	160	TEAD2	10	non_specific	0.374552	11.3
UCEC	UCEC.CN_HIGH	160	USF2	11	non_specific	0.374758	11.32
UCEC	UCEC.CN_HIGH	160	ZNF146	12	non_specific	0.374957	11.31
UCEC	UCEC.CN_HIGH	160	STAT2	13	non_specific	0.375211	11.12
UCEC	UCEC.CN_HIGH	160	YBX1	14	non_specific	0.375341	13.42
UCEC	UCEC.CN_HIGH	160	CIC	15	non_specific	0.375431	11.32
UCEC	UCEC.CN_HIGH	160	ADNP	16	non_specific	0.375443	11.28
UCEC	UCEC.CN_HIGH	160	MECOM	17	non_specific	0.375455	11.93
UCEC	UCEC.CN_HIGH	160	WIZ	18	non_specific	0.376011	10.96
UCEC	UCEC.CN_HIGH	160	ATF6B	19	non_specific	0.376014	11.49
UCEC	UCEC.CN_HIGH	160	HSF1	20	non_specific	0.376086	11.51
UCEC	UCEC.CN_LOW	144	PGR	1	non_specific	0.354984	11.3
UCEC	UCEC.CN_LOW	144	SPDEF	2	non_specific	0.361555	11.06
UCEC	UCEC.CN_LOW	144	HOXB3	3	non_specific	0.362292	11.0
UCEC	UCEC.CN_LOW	144	MSX1	4	non_specific	0.364102	12.76
UCEC	UCEC.CN_LOW	144	DLX5	5	non_specific	0.37044	11.12
UCEC	UCEC.CN_LOW	144	ESR1	6	non_specific	0.37114	12.16
UCEC	UCEC.CN_LOW	144	ID1	7	non_specific	0.373227	11.09
UCEC	UCEC.CN_LOW	144	GTF2I	8	non_specific	0.374106	11.71
UCEC	UCEC.CN_LOW	144	TSC22D1	9	non_specific	0.374172	12.93
UCEC	UCEC.CN_LOW	144	NFAT5	10	non_specific	0.374328	11.0
UCEC	UCEC.CN_LOW	144	EPAS1	11	non_specific	0.375167	11.19
UCEC	UCEC.CN_LOW	144	XBP1	12	non_specific	0.375288	13.11
UCEC	UCEC.CN_LOW	144	FOS	13	non_specific	0.375478	11.56
UCEC	UCEC.CN_LOW	144	CUX1	14	non_specific	0.375544	10.99
UCEC	UCEC.CN_LOW	144	SOX17	15	non_specific	0.375555	12.11
UCEC	UCEC.CN_LOW	144	ETS2	16	non_specific	0.375758	11.56
UCEC	UCEC.CN_LOW	144	NFIX	17	non_specific	0.376421	11.36
UCEC	UCEC.CN_LOW	144	HIF1A	18	non_specific	0.377088	12.15
UCEC	UCEC.CN_LOW	144	MBD6	19	non_specific	0.37727	11.4
UCEC	UCEC.CN_LOW	144	TGIF1	20	non_specific	0.377298	11.38
UCEC	UCEC.MSI	124	MSX1	1	non_specific	0.360127	13.0
UCEC	UCEC.MSI	124	SPDEF	2	non_specific	0.363928	10.94
UCEC	UCEC.MSI	124	DLX5	3	non_specific	0.364696	11.43
UCEC	UCEC.MSI	124	ESR1	4	non_specific	0.374082	11.99
UCEC	UCEC.MSI	124	TP53	5	non_specific	0.375611	11.6
UCEC	UCEC.MSI	124	HMG20B	6	non_specific	0.375709	11.46
UCEC	UCEC.MSI	124	NFIA	7	non_specific	0.375968	10.87
UCEC	UCEC.MSI	124	SREBF1	8	non_specific	0.375982	12.06
UCEC	UCEC.MSI	124	FOS	9	non_specific	0.376512	11.5
