cancer	group	group_size	tf	rank	category	cacts_score	group_expr_log2tpm
ACC	ACC.CIMP-high	19	NFATC4	1	non_specific	0.297926	11.21
ACC	ACC.CIMP-high	19	PBX1	2	non_specific	0.302813	11.33
ACC	ACC.CIMP-high	19	NR5A1	3	non_specific	0.304221	14.22
ACC	ACC.CIMP-high	19	FOXK2	4	non_specific	0.305958	11.31
ACC	ACC.CIMP-high	19	ETV5	5	non_specific	0.309007	10.84
ACC	ACC.CIMP-high	19	MBD6	6	non_specific	0.30965	11.2
ACC	ACC.CIMP-high	19	NR2F6	7	non_specific	0.309781	10.81
ACC	ACC.CIMP-high	19	SMAD2	8	non_specific	0.309902	11.24
ACC	ACC.CIMP-high	19	AKAP8L	9	non_specific	0.310031	11.4
ACC	ACC.CIMP-high	19	MBD3	10	non_specific	0.310342	12.21
ACC	ACC.CIMP-high	19	WIZ	11	non_specific	0.310683	11.22
ACC	ACC.CIMP-high	19	CIC	12	non_specific	0.310863	11.52
ACC	ACC.CIMP-high	19	PEG3	13	non_specific	0.311015	13.25
ACC	ACC.CIMP-high	19	TBX3	14	non_specific	0.311044	14.03
ACC	ACC.CIMP-high	19	HMGN3	15	non_specific	0.311448	11.63
ACC	ACC.CIMP-high	19	PURB	16	non_specific	0.311531	10.91
ACC	ACC.CIMP-high	19	ID2	17	non_specific	0.311675	11.51
ACC	ACC.CIMP-high	19	YBX1	18	non_specific	0.311924	12.51
ACC	ACC.CIMP-high	19	GATA6	19	non_specific	0.311949	10.87
ACC	ACC.CIMP-high	19	ATF5	20	non_specific	0.312015	11.53
ACC	ACC.CIMP-intermediate	27	GLIS2	1	non_specific	0.307332	10.91
ACC	ACC.CIMP-intermediate	27	ZSCAN18	2	non_specific	0.30915	10.99
ACC	ACC.CIMP-intermediate	27	ZNF189	3	non_specific	0.310441	10.95
ACC	ACC.CIMP-intermediate	27	ATF5	4	non_specific	0.310542	11.61
ACC	ACC.CIMP-intermediate	27	MXD4	5	non_specific	0.310987	11.4
ACC	ACC.CIMP-intermediate	27	RXRA	6	non_specific	0.311971	10.93
ACC	ACC.CIMP-intermediate	27	ERF	7	non_specific	0.312076	10.89
ACC	ACC.CIMP-intermediate	27	ZBTB38	8	non_specific	0.312232	11.09
ACC	ACC.CIMP-intermediate	27	ZNF219	9	non_specific	0.313094	11.34
ACC	ACC.CIMP-intermediate	27	ID2	10	non_specific	0.313152	11.43
ACC	ACC.CIMP-intermediate	27	GATAD2A	11	non_specific	0.313406	11.25
ACC	ACC.CIMP-intermediate	27	TSC22D4	12	non_specific	0.313667	11.57
ACC	ACC.CIMP-intermediate	27	TBX3	13	non_specific	0.313917	13.86
ACC	ACC.CIMP-intermediate	27	ZNF358	14	non_specific	0.313937	10.97
ACC	ACC.CIMP-intermediate	27	DBP	15	non_specific	0.313953	11.39
ACC	ACC.CIMP-intermediate	27	SREBF1	16	non_specific	0.31401	12.01
ACC	ACC.CIMP-intermediate	27	SAFB2	17	non_specific	0.314139	11.14
ACC	ACC.CIMP-intermediate	27	ELK1	18	non_specific	0.314325	10.92
ACC	ACC.CIMP-intermediate	27	NFAT5	19	non_specific	0.314366	11.14
ACC	ACC.CIMP-intermediate	27	PEG3	20	non_specific	0.314532	13.05
ACC	ACC.CIMP-low	32	PLAGL1	1	non_specific	0.293645	11.64
ACC	ACC.CIMP-low	32	GLIS2	2	non_specific	0.305858	10.98
ACC	ACC.CIMP-low	32	MEIS1	3	non_specific	0.307238	10.92
ACC	ACC.CIMP-low	32	STAT5B	4	non_specific	0.307505	11.03
ACC	ACC.CIMP-low	32	EPAS1	5	non_specific	0.309569	11.52
ACC	ACC.CIMP-low	32	XBP1	6	non_specific	0.310158	11.13
ACC	ACC.CIMP-low	32	STAT6	7	non_specific	0.310874	12.57
ACC	ACC.CIMP-low	32	SREBF1	8	non_specific	0.3109	12.17
ACC	ACC.CIMP-low	32	TSC22D4	9	non_specific	0.311117	11.7
ACC	ACC.CIMP-low	32	ZBTB4	10	non_specific	0.311245	11.72
ACC	ACC.CIMP-low	32	TFE3	11	non_specific	0.311544	11.72
ACC	ACC.CIMP-low	32	THRA	12	non_specific	0.311722	10.95
ACC	ACC.CIMP-low	32	NFE2L1	13	non_specific	0.312069	13.54
ACC	ACC.CIMP-low	32	CREB3L2	14	non_specific	0.312081	11.47
ACC	ACC.CIMP-low	32	SP100	15	non_specific	0.312548	10.81
ACC	ACC.CIMP-low	32	ZBTB38	16	non_specific	0.31287	11.06
ACC	ACC.CIMP-low	32	FOXO4	17	non_specific	0.313045	10.9
ACC	ACC.CIMP-low	32	REPIN1	18	non_specific	0.31321	11.73
ACC	ACC.CIMP-low	32	RBCK1	19	non_specific	0.313381	11.54
ACC	ACC.CIMP-low	32	GLYR1	20	non_specific	0.313454	11.37
BLCA	BLCA.1	40	FOXA1	1	specific	0.320401	11.51
BLCA	BLCA.1	40	GRHL3	2	specific	0.332945	11.14
BLCA	BLCA.1	40	FOXQ1	3	specific	0.333226	11.43
BLCA	BLCA.1	40	TBX3	4	specific	0.334141	12.52
BLCA	BLCA.1	40	PPARG	5	non_specific	0.339554	11.71
BLCA	BLCA.1	40	GATA3	6	non_specific	0.344708	12.65
BLCA	BLCA.1	40	BHLHE41	7	non_specific	0.351712	11.08
BLCA	BLCA.1	40	ELF3	8	non_specific	0.352803	13.75
BLCA	BLCA.1	40	MECOM	9	non_specific	0.353015	11.3
BLCA	BLCA.1	40	ID1	10	non_specific	0.353174	12.74
BLCA	BLCA.1	40	GRHL1	11	non_specific	0.35608	11.12
BLCA	BLCA.1	40	EHF	12	non_specific	0.357386	11.12
BLCA	BLCA.1	40	TP63	13	non_specific	0.359847	11.25
BLCA	BLCA.1	40	KLF5	14	non_specific	0.36312	13.19
BLCA	BLCA.1	40	HES1	15	non_specific	0.363434	11.58
BLCA	BLCA.1	40	AHR	16	non_specific	0.365957	12.87
BLCA	BLCA.1	40	RARG	17	non_specific	0.366933	11.46
BLCA	BLCA.1	40	NR2F6	18	non_specific	0.367397	11.12
BLCA	BLCA.1	40	ZNF385A	19	non_specific	0.367541	11.46
BLCA	BLCA.1	40	SMAD3	20	non_specific	0.370134	11.68
BLCA	BLCA.2	42	GRHL3	1	specific	0.32682	11.45
BLCA	BLCA.2	42	PPARG	2	non_specific	0.343277	11.52
BLCA	BLCA.2	42	TBX2	3	non_specific	0.343623	11.29
BLCA	BLCA.2	42	GATA3	4	non_specific	0.34753	12.48
BLCA	BLCA.2	42	ELF3	5	non_specific	0.354847	13.62
BLCA	BLCA.2	42	TBX3	6	non_specific	0.35525	11.36
BLCA	BLCA.2	42	EHF	7	non_specific	0.358124	11.08
BLCA	BLCA.2	42	AEBP1	8	non_specific	0.360833	12.83
BLCA	BLCA.2	42	PBX1	9	non_specific	0.365278	11.04
BLCA	BLCA.2	42	HES1	10	non_specific	0.36691	11.39
BLCA	BLCA.2	42	CREB3L2	11	non_specific	0.370517	11.39
BLCA	BLCA.2	42	POGK	12	non_specific	0.371983	11.63
BLCA	BLCA.2	42	SOX4	13	non_specific	0.372872	12.22
BLCA	BLCA.2	42	XBP1	14	non_specific	0.373296	12.1
BLCA	BLCA.2	42	RERE	15	non_specific	0.373377	11.61
BLCA	BLCA.2	42	EGR1	16	non_specific	0.373429	11.72
BLCA	BLCA.2	42	TEAD3	17	non_specific	0.374968	10.94
BLCA	BLCA.2	42	ZNF706	18	non_specific	0.375523	10.94
BLCA	BLCA.2	42	ETS1	19	non_specific	0.375578	11.18
BLCA	BLCA.2	42	AHR	20	non_specific	0.375816	12.26
BLCA	BLCA.3	31	TP63	1	non_specific	0.33856	12.41
BLCA	BLCA.3	31	IRF6	2	non_specific	0.35116	11.91
BLCA	BLCA.3	31	MYC	3	non_specific	0.354246	12.01
BLCA	BLCA.3	31	ETS2	4	non_specific	0.368082	12.72
BLCA	BLCA.3	31	BHLHE40	5	non_specific	0.368933	13.19
BLCA	BLCA.3	31	HIF1A	6	non_specific	0.369458	12.64
BLCA	BLCA.3	31	KLF10	7	non_specific	0.370097	10.88
BLCA	BLCA.3	31	EGR1	8	non_specific	0.370575	11.89
BLCA	BLCA.3	31	KLF5	9	non_specific	0.371322	12.68
BLCA	BLCA.3	31	FOXM1	10	non_specific	0.371937	11.2
BLCA	BLCA.3	31	CEBPB	11	non_specific	0.372801	11.09
BLCA	BLCA.3	31	JUN	12	non_specific	0.373024	12.18
BLCA	BLCA.3	31	STAT1	13	non_specific	0.373821	12.94
BLCA	BLCA.3	31	MBD2	14	non_specific	0.374153	11.1
BLCA	BLCA.3	31	TFDP1	15	non_specific	0.374278	11.69
BLCA	BLCA.3	31	NFE2L2	16	non_specific	0.374283	11.87
BLCA	BLCA.3	31	ID1	17	non_specific	0.374604	11.5
BLCA	BLCA.3	31	MYBL2	18	non_specific	0.374703	11.23
BLCA	BLCA.3	31	PURB	19	non_specific	0.374772	11.12
BLCA	BLCA.3	31	STAT3	20	non_specific	0.375004	12.41
BLCA	BLCA.4	15	AEBP1	1	non_specific	0.361267	12.8
BLCA	BLCA.4	15	STAT1	2	non_specific	0.364716	13.52
BLCA	BLCA.4	15	IRF1	3	non_specific	0.36738	11.3
BLCA	BLCA.4	15	MYBL2	4	non_specific	0.367696	11.62
BLCA	BLCA.4	15	ETS1	5	non_specific	0.367783	11.61
BLCA	BLCA.4	15	NFKB2	6	non_specific	0.368684	11.06
BLCA	BLCA.4	15	DNMT1	7	non_specific	0.369623	11.61
BLCA	BLCA.4	15	FOXM1	8	non_specific	0.37082	11.26
BLCA	BLCA.4	15	TSC22D3	9	non_specific	0.370923	11.05
BLCA	BLCA.4	15	TP53	10	non_specific	0.371269	11.06
BLCA	BLCA.4	15	TEAD1	11	non_specific	0.37184	10.87
BLCA	BLCA.4	15	SP100	12	non_specific	0.372323	10.93
BLCA	BLCA.4	15	STAT2	13	non_specific	0.37307	11.76
BLCA	BLCA.4	15	TSC22D1	14	non_specific	0.373395	12.17
BLCA	BLCA.4	15	GTF3A	15	non_specific	0.373733	11.42
BLCA	BLCA.4	15	CEBPB	16	non_specific	0.37494	10.97
BLCA	BLCA.4	15	RUNX1	17	non_specific	0.375161	11.15
BLCA	BLCA.4	15	MBD3	18	non_specific	0.375301	11.28
BLCA	BLCA.4	15	HMGA1	19	non_specific	0.375339	12.76
BLCA	BLCA.4	15	CIC	20	non_specific	0.375713	10.97
BRCA	BRCA.Basal	190	FOXM1	1	non_specific	0.390337	11.27
BRCA	BRCA.Basal	190	MYBL2	2	non_specific	0.391018	11.07
BRCA	BRCA.Basal	190	HMGA1	3	non_specific	0.403472	12.05
BRCA	BRCA.Basal	190	CEBPB	4	non_specific	0.404671	11.18
BRCA	BRCA.Basal	190	SOX9	5	non_specific	0.40587	11.76
BRCA	BRCA.Basal	190	NFIB	6	non_specific	0.407976	11.9
BRCA	BRCA.Basal	190	MYC	7	non_specific	0.409339	11.58
BRCA	BRCA.Basal	190	YBX1	8	non_specific	0.409601	13.57
BRCA	BRCA.Basal	190	ETV6	9	non_specific	0.409752	11.5
BRCA	BRCA.Basal	190	NFIX	10	non_specific	0.411032	11.92
BRCA	BRCA.Basal	190	TFDP1	11	non_specific	0.411552	11.51
BRCA	BRCA.Basal	190	FOXP4	12	non_specific	0.412853	11.66
BRCA	BRCA.Basal	190	DNMT1	13	non_specific	0.414146	11.41
BRCA	BRCA.Basal	190	HSF1	14	non_specific	0.414201	11.27
BRCA	BRCA.Basal	190	CREB3L2	15	non_specific	0.414477	11.9
BRCA	BRCA.Basal	190	TCF3	16	non_specific	0.414628	11.09
BRCA	BRCA.Basal	190	FOXK2	17	non_specific	0.415144	11.17
BRCA	BRCA.Basal	190	GATAD2A	18	non_specific	0.415176	11.22
BRCA	BRCA.Basal	190	SOX4	19	non_specific	0.415544	12.34
BRCA	BRCA.Basal	190	POGK	20	non_specific	0.415789	11.45
BRCA	BRCA.Her2	82	SPDEF	1	non_specific	0.393873	12.26
BRCA	BRCA.Her2	82	CREB3L1	2	non_specific	0.399134	10.95
BRCA	BRCA.Her2	82	FOXA1	3	non_specific	0.399171	12.47
BRCA	BRCA.Her2	82	CREB3L4	4	non_specific	0.406441	11.73
BRCA	BRCA.Her2	82	HIF1A	5	non_specific	0.412309	11.91
BRCA	BRCA.Her2	82	LTF	6	non_specific	0.413783	11.96
BRCA	BRCA.Her2	82	NFIA	7	non_specific	0.414367	10.94
BRCA	BRCA.Her2	82	ZNF652	8	non_specific	0.415435	11.36
BRCA	BRCA.Her2	82	HMGA1	9	non_specific	0.416113	11.26
BRCA	BRCA.Her2	82	STAT1	10	non_specific	0.416489	13.04
BRCA	BRCA.Her2	82	SREBF1	11	non_specific	0.41658	12.38
BRCA	BRCA.Her2	82	AEBP1	12	non_specific	0.416785	13.68
BRCA	BRCA.Her2	82	TCF3	13	non_specific	0.416993	10.94
BRCA	BRCA.Her2	82	KDM5B	14	non_specific	0.417386	12.01
BRCA	BRCA.Her2	82	SREBF2	15	non_specific	0.417412	11.98
BRCA	BRCA.Her2	82	GRHL2	16	non_specific	0.417496	10.95
BRCA	BRCA.Her2	82	XBP1	17	non_specific	0.417771	14.78
BRCA	BRCA.Her2	82	FOXP4	18	non_specific	0.418181	11.32
BRCA	BRCA.Her2	82	ZBTB7B	19	non_specific	0.41825	11.22
BRCA	BRCA.Her2	82	TSC22D3	20	non_specific	0.418251	11.81
BRCA	BRCA.LumA	575	ESR1	1	specific	0.37825	13.24
BRCA	BRCA.LumA	575	AFF3	2	specific	0.388273	11.1
BRCA	BRCA.LumA	575	FOXA1	3	specific	0.395694	12.7
BRCA	BRCA.LumA	575	GATA3	4	specific	0.398527	13.58
BRCA	BRCA.LumA	575	SPDEF	5	specific	0.401315	11.79
BRCA	BRCA.LumA	575	TBX3	6	non_specific	0.40806	11.14
BRCA	BRCA.LumA	575	XBP1	7	non_specific	0.41045	15.38
BRCA	BRCA.LumA	575	RARA	8	non_specific	0.411887	11.33
BRCA	BRCA.LumA	575	CREB3L4	9	non_specific	0.41341	11.3
BRCA	BRCA.LumA	575	BHLHE40	10	non_specific	0.41349	13.32
BRCA	BRCA.LumA	575	TRPS1	11	non_specific	0.414804	13.1
BRCA	BRCA.LumA	575	SREBF1	12	non_specific	0.414951	12.49
BRCA	BRCA.LumA	575	PBX1	13	non_specific	0.415561	12.72
BRCA	BRCA.LumA	575	FOS	14	non_specific	0.416247	11.85
BRCA	BRCA.LumA	575	RUNX1	15	non_specific	0.416478	12.06
BRCA	BRCA.LumA	575	AEBP1	16	non_specific	0.416813	13.68
BRCA	BRCA.LumA	575	MEF2D	17	non_specific	0.416996	11.07
BRCA	BRCA.LumA	575	TSC22D3	18	non_specific	0.417018	11.89
BRCA	BRCA.LumA	575	ZBTB4	19	non_specific	0.417186	11.37
BRCA	BRCA.LumA	575	JUNB	20	non_specific	0.417573	11.42
BRCA	BRCA.LumB	214	ESR1	1	specific	0.373166	13.58
BRCA	BRCA.LumB	214	AFF3	2	specific	0.388708	11.08
BRCA	BRCA.LumB	214	FOXA1	3	specific	0.392535	12.9
BRCA	BRCA.LumB	214	GATA3	4	specific	0.397326	13.66
BRCA	BRCA.LumB	214	SPDEF	5	specific	0.400616	11.84
BRCA	BRCA.LumB	214	XBP1	6	non_specific	0.410427	15.38
BRCA	BRCA.LumB	214	RARA	7	non_specific	0.410602	11.41
BRCA	BRCA.LumB	214	TRPS1	8	non_specific	0.412198	13.29
BRCA	BRCA.LumB	214	PBX1	9	non_specific	0.412417	12.94
BRCA	BRCA.LumB	214	GRHL2	10	non_specific	0.414154	11.15
BRCA	BRCA.LumB	214	CREB3L4	11	non_specific	0.414764	11.22
BRCA	BRCA.LumB	214	ZNF217	12	non_specific	0.415613	11.65
BRCA	BRCA.LumB	214	WHSC1	13	non_specific	0.415735	11.11
BRCA	BRCA.LumB	214	VEZF1	14	non_specific	0.416182	11.03
BRCA	BRCA.LumB	214	BHLHE40	15	non_specific	0.416557	13.1
BRCA	BRCA.LumB	214	ZNF24	16	non_specific	0.416856	11.77
BRCA	BRCA.LumB	214	SREBF1	17	non_specific	0.41714	12.35
BRCA	BRCA.LumB	214	NCOA3	18	non_specific	0.417203	10.92
BRCA	BRCA.LumB	214	TFAP2A	19	non_specific	0.417626	11.09
BRCA	BRCA.LumB	214	ZNF652	20	non_specific	0.41774	11.22
BRCA	BRCA.Normal	142	FOSB	1	specific	0.362484	12.12
BRCA	BRCA.Normal	142	EGR1	2	non_specific	0.386574	14.16
BRCA	BRCA.Normal	142	FOS	3	non_specific	0.388541	13.71
BRCA	BRCA.Normal	142	LTF	4	non_specific	0.38893	13.63
BRCA	BRCA.Normal	142	NR4A1	5	non_specific	0.394205	11.77
BRCA	BRCA.Normal	142	NFIB	6	non_specific	0.399056	12.47
BRCA	BRCA.Normal	142	KLF9	7	non_specific	0.400277	11.26
BRCA	BRCA.Normal	142	NR3C1	8	non_specific	0.400728	11.44
BRCA	BRCA.Normal	142	ARID5B	9	non_specific	0.402331	11.83
BRCA	BRCA.Normal	142	EPAS1	10	non_specific	0.402846	12.94
BRCA	BRCA.Normal	142	ETS2	11	non_specific	0.403883	11.19
BRCA	BRCA.Normal	142	JUN	12	non_specific	0.404628	13.12
BRCA	BRCA.Normal	142	FOXN3	13	non_specific	0.40499	11.36
BRCA	BRCA.Normal	142	MYC	14	non_specific	0.404998	11.86
BRCA	BRCA.Normal	142	STAT5B	15	non_specific	0.406075	11.6
BRCA	BRCA.Normal	142	KLF6	16	non_specific	0.407776	12.8
BRCA	BRCA.Normal	142	NFIX	17	non_specific	0.407843	12.13
BRCA	BRCA.Normal	142	MBNL2	18	non_specific	0.408347	11.3
BRCA	BRCA.Normal	142	NFAT5	19	non_specific	0.408564	11.19
BRCA	BRCA.Normal	142	KLF10	20	non_specific	0.408614	11.51
COAD	GI.CIN	226	PLAGL2	1	non_specific	0.303927	11.19
COAD	GI.CIN	226	SATB2	2	non_specific	0.304746	11.0
COAD	GI.CIN	226	CDX2	3	non_specific	0.305432	12.2
COAD	GI.CIN	226	HNF4A	4	non_specific	0.307564	11.96
COAD	GI.CIN	226	MYBL2	5	non_specific	0.308668	11.1
COAD	GI.CIN	226	GTF3A	6	non_specific	0.308989	12.0
COAD	GI.CIN	226	ETV4	7	non_specific	0.310267	11.24
COAD	GI.CIN	226	ADNP	8	non_specific	0.310585	11.45
COAD	GI.CIN	226	ZBTB38	9	non_specific	0.311828	11.22
COAD	GI.CIN	226	ELF1	10	non_specific	0.31194	11.19
COAD	GI.CIN	226	HOXB9	11	non_specific	0.312178	11.12
COAD	GI.CIN	226	GLYR1	12	non_specific	0.31254	11.29
COAD	GI.CIN	226	HSF1	13	non_specific	0.312683	11.26
COAD	GI.CIN	226	CUX1	14	non_specific	0.312796	11.58
COAD	GI.CIN	226	MYC	15	non_specific	0.312969	12.55
COAD	GI.CIN	226	SOX4	16	non_specific	0.312991	11.76
COAD	GI.CIN	226	NFIX	17	non_specific	0.313011	11.13
COAD	GI.CIN	226	NFE2L3	18	non_specific	0.313151	11.54
COAD	GI.CIN	226	FOXP4	19	non_specific	0.313165	11.61
COAD	GI.CIN	226	REPIN1	20	non_specific	0.313374	12.25
COAD	GI.GS	49	ID1	1	non_specific	0.301317	11.42
COAD	GI.GS	49	HOXB9	2	non_specific	0.304639	11.48
COAD	GI.GS	49	ID3	3	non_specific	0.304697	10.97
COAD	GI.GS	49	CDX2	4	non_specific	0.309275	12.01
COAD	GI.GS	49	CC2D1A	5	non_specific	0.31138	11.06
COAD	GI.GS	49	CDX1	6	non_specific	0.311453	12.07
COAD	GI.GS	49	NR4A1	7	non_specific	0.311741	11.39
COAD	GI.GS	49	REPIN1	8	non_specific	0.31302	12.27
COAD	GI.GS	49	JUN	9	non_specific	0.313049	12.55
COAD	GI.GS	49	TP53	10	non_specific	0.313312	11.35
COAD	GI.GS	49	ZBED1	11	non_specific	0.313357	11.0
COAD	GI.GS	49	FOS	12	non_specific	0.313557	12.52
COAD	GI.GS	49	ZBTB38	13	non_specific	0.31369	11.13
COAD	GI.GS	49	ETS2	14	non_specific	0.313728	13.53
COAD	GI.GS	49	SOX4	15	non_specific	0.314348	11.69
COAD	GI.GS	49	SOX9	16	non_specific	0.314531	12.55
COAD	GI.GS	49	MLXIP	17	non_specific	0.314667	11.14
COAD	GI.GS	49	TGIF1	18	non_specific	0.314697	11.23
COAD	GI.GS	49	EGR1	19	non_specific	0.314786	11.62
COAD	GI.GS	49	EPAS1	20	non_specific	0.315054	11.54
COAD	GI.HM-indel	60	CREB3L1	1	non_specific	0.29784	12.12
COAD	GI.HM-indel	60	IRF1	2	non_specific	0.305652	11.66
COAD	GI.HM-indel	60	STAT1	3	non_specific	0.307261	12.63
COAD	GI.HM-indel	60	HIF1A	4	non_specific	0.308465	11.62
COAD	GI.HM-indel	60	AHR	5	non_specific	0.309871	11.13
COAD	GI.HM-indel	60	KLF4	6	non_specific	0.311628	10.93
COAD	GI.HM-indel	60	SREBF1	7	non_specific	0.312179	11.68
COAD	GI.HM-indel	60	FOSL2	8	non_specific	0.313243	10.94
COAD	GI.HM-indel	60	AEBP1	9	non_specific	0.313613	11.68
COAD	GI.HM-indel	60	DNMT1	10	non_specific	0.313818	11.2
COAD	GI.HM-indel	60	WHSC1	11	non_specific	0.313835	11.38
COAD	GI.HM-indel	60	XBP1	12	non_specific	0.313838	12.85
COAD	GI.HM-indel	60	PLSCR1	13	non_specific	0.31441	10.92
COAD	GI.HM-indel	60	ZFP91	14	non_specific	0.314615	11.14
COAD	GI.HM-indel	60	KLF13	15	non_specific	0.314776	11.38
COAD	GI.HM-indel	60	CREB3L2	16	non_specific	0.315135	10.93
COAD	GI.HM-indel	60	STAT3	17	non_specific	0.315523	12.15
COAD	GI.HM-indel	60	FOS	18	non_specific	0.31557	12.42
COAD	GI.HM-indel	60	TP53	19	non_specific	0.315892	11.22
COAD	GI.HM-indel	60	BHLHE40	20	non_specific	0.31605	12.05
ESCA	GI.CIN	74	HNF4A	1	specific	0.065035	11.28
ESCA	GI.CIN	74	CREB3L1	2	non_specific	0.171945	11.46
ESCA	GI.CIN	74	MECOM	3	non_specific	0.184477	10.96
ESCA	GI.CIN	74	ELF3	4	non_specific	0.190802	13.27
ESCA	GI.CIN	74	SOX9	5	non_specific	0.194676	12.1
ESCA	GI.CIN	74	FOXP4	6	non_specific	0.199738	11.61
ESCA	GI.CIN	74	XBP1	7	non_specific	0.20267	12.15
ESCA	GI.CIN	74	EHF	8	non_specific	0.202771	11.57
ESCA	GI.CIN	74	GTF3A	9	non_specific	0.205616	11.15
ESCA	GI.CIN	74	ETS1	10	non_specific	0.206662	11.19
ESCA	GI.CIN	74	RERE	11	non_specific	0.209905	11.42
ESCA	GI.CIN	74	ZNF664	12	non_specific	0.210702	11.76
ESCA	GI.CIN	74	TCF12	13	non_specific	0.212144	11.03
ESCA	GI.CIN	74	ELF1	14	non_specific	0.2124	11.21
ESCA	GI.CIN	74	HMGA1	15	non_specific	0.212737	12.46
ESCA	GI.CIN	74	EPAS1	16	non_specific	0.213137	12.1
ESCA	GI.CIN	74	CEBPG	17	non_specific	0.213193	11.15
ESCA	GI.CIN	74	KLF3	18	non_specific	0.213257	11.6
ESCA	GI.CIN	74	STAT6	19	non_specific	0.21327	12.11
ESCA	GI.CIN	74	SP100	20	non_specific	0.213388	10.96
ESCA	GI.ESCC	90	TP63	1	specific	0.110814	13.99
ESCA	GI.ESCC	90	ZNF385A	2	non_specific	0.177073	11.13
ESCA	GI.ESCC	90	IRF6	3	non_specific	0.190071	11.34
ESCA	GI.ESCC	90	RXRA	4	non_specific	0.203481	11.49
ESCA	GI.ESCC	90	AEBP1	5	non_specific	0.204883	12.1
ESCA	GI.ESCC	90	NFE2L2	6	non_specific	0.204895	12.61
ESCA	GI.ESCC	90	SREBF1	7	non_specific	0.205269	11.85
ESCA	GI.ESCC	90	EGR1	8	non_specific	0.206337	12.18
ESCA	GI.ESCC	90	KDM5B	9	non_specific	0.207285	11.65
ESCA	GI.ESCC	90	NFE2L1	10	non_specific	0.207705	13.17
ESCA	GI.ESCC	90	JUNB	11	non_specific	0.207809	11.85
ESCA	GI.ESCC	90	MYC	12	non_specific	0.208051	11.93
ESCA	GI.ESCC	90	FOXM1	13	non_specific	0.208335	11.15
ESCA	GI.ESCC	90	HIF1A	14	non_specific	0.208542	13.04
ESCA	GI.ESCC	90	JUN	15	non_specific	0.208971	12.16
ESCA	GI.ESCC	90	RUNX1	16	non_specific	0.209667	11.17
ESCA	GI.ESCC	90	STAT2	17	non_specific	0.209787	11.51
ESCA	GI.ESCC	90	SMAD3	18	non_specific	0.209791	11.48
ESCA	GI.ESCC	90	NCOA3	19	non_specific	0.209859	11.37
ESCA	GI.ESCC	90	RCOR1	20	non_specific	0.210189	11.0
GBM	GBM_LGG.Classic-like	46	POU3F2	1	non_specific	0.296137	10.95
GBM	GBM_LGG.Classic-like	46	OLIG2	2	non_specific	0.300447	11.27
GBM	GBM_LGG.Classic-like	46	OLIG1	3	non_specific	0.302286	12.07
GBM	GBM_LGG.Classic-like	46	SALL1	4	non_specific	0.302345	11.29
GBM	GBM_LGG.Classic-like	46	SOX2	5	non_specific	0.303798	12.83
GBM	GBM_LGG.Classic-like	46	HOPX	6	non_specific	0.304075	12.14
GBM	GBM_LGG.Classic-like	46	RFX4	7	non_specific	0.30554	10.9
GBM	GBM_LGG.Classic-like	46	PHF19	8	non_specific	0.308474	10.94
GBM	GBM_LGG.Classic-like	46	ERF	9	non_specific	0.310715	11.11
GBM	GBM_LGG.Classic-like	46	SOX9	10	non_specific	0.310844	12.34
GBM	GBM_LGG.Classic-like	46	TCF12	11	non_specific	0.310892	12.41
GBM	GBM_LGG.Classic-like	46	SOX8	12	non_specific	0.311019	11.22
GBM	GBM_LGG.Classic-like	46	ZBED1	13	non_specific	0.311694	10.88
GBM	GBM_LGG.Classic-like	46	JUND	14	non_specific	0.31255	11.17
GBM	GBM_LGG.Classic-like	46	ZEB1	15	non_specific	0.312751	11.46
GBM	GBM_LGG.Classic-like	46	ETV1	16	non_specific	0.31279	11.98
GBM	GBM_LGG.Classic-like	46	ZHX3	17	non_specific	0.312849	11.31
GBM	GBM_LGG.Classic-like	46	MBD3	18	non_specific	0.313284	11.52
GBM	GBM_LGG.Classic-like	46	TCF3	19	non_specific	0.313608	10.99
GBM	GBM_LGG.Classic-like	46	HEY1	20	non_specific	0.313657	11.45
GBM	GBM_LGG.LGm6-GBM	12	TSC22D3	1	non_specific	0.310832	11.9
GBM	GBM_LGG.LGm6-GBM	12	XBP1	2	non_specific	0.311113	11.1
GBM	GBM_LGG.LGm6-GBM	12	KDM2A	3	non_specific	0.313303	10.73
GBM	GBM_LGG.LGm6-GBM	12	RERE	4	non_specific	0.314374	11.23
GBM	GBM_LGG.LGm6-GBM	12	KLF13	5	non_specific	0.314462	10.72
GBM	GBM_LGG.LGm6-GBM	12	CIC	6	non_specific	0.315647	10.96
GBM	GBM_LGG.LGm6-GBM	12	SKI	7	non_specific	0.315761	11.59
GBM	GBM_LGG.LGm6-GBM	12	ARID1A	8	non_specific	0.31583	11.13
GBM	GBM_LGG.LGm6-GBM	12	PBX1	9	non_specific	0.316101	11.21
GBM	GBM_LGG.LGm6-GBM	12	MXD4	10	non_specific	0.316221	10.98
GBM	GBM_LGG.LGm6-GBM	12	SREBF2	11	non_specific	0.316432	11.33
GBM	GBM_LGG.LGm6-GBM	12	NCOA1	12	non_specific	0.316615	10.96
GBM	GBM_LGG.LGm6-GBM	12	ADNP	13	non_specific	0.316826	11.25
GBM	GBM_LGG.LGm6-GBM	12	SON	14	non_specific	0.316898	12.03
GBM	GBM_LGG.LGm6-GBM	12	ATF4	15	non_specific	0.317013	12.42
